A_X [mg]	A_Y [mg]	A_Z [mg]	G_X [dps]	G_Y [dps]	G_Z [dps]
-30.805000	-52.887001	1004.853027	0.323750	-0.651875	-1.855000
-20.007999	-40.687000	1002.718018	-1.627500	2.078125	-1.688750
-27.328001	-41.785000	989.968994	7.586250	-2.384375	-1.973125
-27.267000	-48.190002	1006.072998	9.209375	-2.218125	-4.396875
-18.910000	-41.480000	1031.571045	-3.355625	-2.988125	-8.347500
-17.080000	-25.010000	1025.471069	-3.863125	0.459375	-11.116875
-15.616000	-13.725000	1006.377991	-0.420000	2.362500	-10.241875
-5.673000	7.381000	1026.935059	-1.986250	-1.684375	-6.545000
-5.612000	-19.153999	1041.148071	-3.233125	-2.778125	-5.127500
4.087000	-8.418000	1042.551025	-7.743750	-6.335000	-3.281250
-1.952000	-48.799999	1002.108032	-2.301250	10.167500	0.896875
-15.921000	-55.998001	999.911987	2.135000	8.763125	3.311875
-22.936001	-65.514000	1012.843994	-0.931875	10.631250	6.496875
-28.731001	-71.187004	1023.458008	2.603125	4.663750	4.935000
-38.307999	-43.249001	1004.791992	-1.815625	9.555000	2.292500
-26.230000	-37.758999	1015.101013	-5.967500	11.357500	-2.078125
-40.382000	-34.282001	1010.038025	-2.156875	7.336875	-3.828125
-37.332001	-38.552002	999.668030	3.495625	2.804375	-2.366875
-37.088001	-28.487000	1007.231995	5.945625	2.362500	1.509375
-55.815002	-31.476000	1006.988037	11.593750	-1.181250	0.485625
-60.633999	-17.690001	1037.365967	12.586875	-5.652500	-1.159375
-53.741001	4.636000	1037.488037	6.125000	-5.013750	-2.760625
-42.090000	-2.196000	1027.422974	3.220000	-1.557500	-2.655625
-39.589001	-12.261000	1012.234009	-2.511250	2.778125	-3.027500
-40.260002	-23.607000	1011.502014	-6.921250	2.795625	-3.727500
-49.043999	-22.570000	1016.015991	-8.894375	4.221875	-2.196250
-60.817001	-28.670000	1009.611023	-4.821250	4.265625	-0.039375
-58.926003	-32.146999	1020.591003	-0.590625	0.284375	3.062500
-52.826000	-40.382000	1020.408020	3.981250	0.424375	2.975000
-43.249001	-32.025002	1011.867981	3.351250	0.630000	1.701875
-44.408001	-21.777000	999.241028	-2.082500	1.316875	0.568750
-41.968002	-22.082001	1008.940002	-4.781875	1.688750	1.303750
-46.360001	-19.337000	1016.504028	-1.360625	-0.153125	2.751875
-47.640999	-21.350000	1019.187988	-0.888125	0.796250	2.865625
-53.558002	-21.045000	1015.650024	3.163125	-1.561875	1.268750
-59.414001	-15.860001	1008.452026	4.628750	-2.012500	-0.962500
-49.043999	-14.396000	1003.205994	6.531875	-1.299375	-1.995000
-39.711002	-5.490000	1020.895996	2.883125	-0.848750	-0.931875
-36.355999	-17.934000	1023.763000	-1.255625	1.741250	-0.179375
-47.763000	-16.958000	1014.125000	0.507500	1.172500	-1.640625
-41.174999	-18.300001	1025.348999	7.306250	1.128750	-3.167500
-52.338001	-7.564000	1018.395020	13.396250	2.323125	-3.285625
-44.713001	11.041000	1005.585022	13.960625	-5.796875	-0.538125
-43.554001	12.444000	997.593994	7.262500	-2.905000	2.226875
-40.992001	21.106001	1029.192017	0.678125	-2.611875	2.541875
-36.904999	15.311000	1036.328979	-5.149375	-0.665000	0.455000
-40.748001	19.703001	1016.504028	-6.335000	3.552500	-0.459375
-40.625999	9.516000	1033.096069	-8.671250	1.303750	-0.153125
-34.282001	8.113000	1024.006958	-5.022500	2.625000	-0.201250
-43.005001	11.041000	1020.957031	-5.538750	3.968125	0.455000
-44.774002	0.000000	1007.354004	-5.075000	2.909375	-0.542500
-51.179001	-5.490000	1008.513000	-6.531875	3.478125	-1.526875
-44.591000	-12.688000	997.228027	-6.868750	1.575000	-1.588125
-41.663002	-21.289000	1000.583008	0.717500	-3.241875	-1.115625
-48.861000	-30.866001	1035.047974	1.120000	-4.326875	0.984375
-48.739002	-20.374001	1047.492065	0.328125	1.045625	0.630000
-44.164001	-22.448000	1021.811035	-1.758750	3.351250	-1.211875
-42.700001	-13.054000	1014.125000	-4.908750	3.867500	-1.605625
-44.469002	-19.276001	1007.171021	-1.977500	2.826250	0.070000
-40.260002	-17.690001	1019.981018	-0.161875	2.121875	3.071250
-46.421001	-28.182001	1022.054993	-0.210000	1.063125	2.944375
-46.909000	-22.631001	1011.746033	4.611250	1.137500	0.363125
-41.846001	-12.322001	1015.955017	3.272500	-0.966875	-1.596875
-37.820000	-0.061000	1008.268982	7.721875	-1.649375	-2.139375
-34.465000	10.370000	1025.898071	9.646875	-2.590000	-1.938125
-41.236000	8.357000	1029.740967	6.243125	-0.586250	-0.078750
