@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_ACC_V numeric
@attribute F5_MEAN_on_GY_X numeric
@attribute F6_MEAN_on_GY_Y numeric
@attribute F7_MEAN_on_GY_Z numeric
@attribute F8_VAR_on_ACC_X numeric
@attribute F9_VAR_on_ACC_Y numeric
@attribute F10_VAR_on_ACC_Z numeric
@attribute F11_VAR_on_GY_X numeric
@attribute F12_VAR_on_GY_Y numeric
@attribute F13_VAR_on_GY_Z numeric
@attribute F14_PeakToPeak_on_ACC_X numeric
@attribute F15_PeakToPeak_on_ACC_Y numeric
@attribute F16_PeakToPeak_on_ACC_Z numeric
@attribute F17_PeakToPeak_on_GY_X numeric
@attribute F18_PeakToPeak_on_GY_Y numeric
@attribute F19_PeakToPeak_on_GY_Z numeric
@attribute F20_MIN_on_ACC_X numeric
@attribute F21_MIN_on_ACC_Y numeric
@attribute F22_MIN_on_ACC_Z numeric
@attribute F23_MIN_on_GY_X numeric
@attribute F24_MIN_on_GY_Y numeric
@attribute F25_MIN_on_GY_Z numeric
@attribute F26_MAX_on_ACC_X numeric
@attribute F27_MAX_on_ACC_Y numeric
@attribute F28_MAX_on_ACC_Z numeric
@attribute F29_MAX_on_GY_X numeric
@attribute F30_MAX_on_GY_Y numeric
@attribute F31_MAX_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
-0.0241852, -0.0557556, 1.00879, 1.01367, -0.0335999, -0.0569458, 0.0376892, 0.00577927, 0.00209045, 0.00292969, 0.0223694, 0.0578308, 0.00701141, 0.321045, 0.189453, 0.228027, 0.686523, 1.11426, 0.478516, -0.164551, -0.157227, 0.941895, -0.43042, -0.521973, -0.183228, 0.156372, 0.032196, 1.16992, 0.256104, 0.591797, 0.295166, Idle
-0.0453186, -0.0900879, 1.00781, 1.01367, 0.0100861, 0.0551147, -0.00147438, 0.00313759, 0.00119019, 0.000976563, 0.0164032, 0.0662231, 0.00400925, 0.347656, 0.16272, 0.178223, 0.824219, 1.3457, 0.436523, -0.185547, -0.160522, 0.905762, -0.391357, -0.29248, -0.231079, 0.162109, 0.00225639, 1.08398, 0.432617, 1.05273, 0.205444, Idle
-0.0412598, -0.0488586, 1.0127, 1.01367, 0.00131512, 0.0167084, -0.0108719, 0.00109768, 0.000364304, 0, 0.00527191, 0.0304718, 0.00190926, 0.173584, 0.104309, 0.162109, 0.437988, 1.1084, 0.185181, -0.142212, -0.108887, 0.941406, -0.242188, -0.776855, -0.109802, 0.0313416, -0.00457382, 1.10352, 0.195679, 0.331543, 0.0753174, Idle
-0.121704, -0.0454712, 1.00684, 1.01465, 0.0057373, 0.0231628, -0.00148296, 0.00222015, 0.00088501, 0, 0.00465775, 0.01828, 0.00123405, 0.182617, 0.133911, 0.0859375, 0.503906, 1, 0.172974, -0.22522, -0.0968018, 0.972656, -0.28833, -0.633301, -0.0934448, -0.042572, 0.0370178, 1.05859, 0.21521, 0.366699, 0.0795288, Idle
-0.0605164, -0.0373535, 1.01172, 1.01367, -0.0190277, -0.012146, 0.06604, 0.00115967, 0.000647545, 0.00390625, 0.00632477, 0.0288544, 0.0147934, 0.192017, 0.155884, 0.228516, 0.419189, 1.17773, 0.699219, -0.189209, -0.10144, 0.918945, -0.29126, -0.75293, -0.0722656, 0.00286674, 0.0544434, 1.14746, 0.127808, 0.424072, 0.626953, Idle
-0.0640259, -0.0189056, 1.01172, 1.0127, 0.00435638, 0.0152664, -0.023056, 0.00018692, 0.000137091, 0.000976563, 0.000641823, 0.00197601, 0.00136948, 0.0643311, 0.0591736, 0.0654297, 0.136963, 0.203857, 0.206909, -0.102844, -0.0506287, 0.986328, -0.0453491, -0.0784912, -0.150391, -0.0385437, 0.00853729, 1.05176, 0.0915527, 0.125366, 0.056488, Idle
-0.0319824, -0.0162506, 1.01563, 1.0166, -0.00714874, 0.00588608, -0.0958252, 0.000646591, 0.000442028, 0.00195313, 0.00529099, 0.00811768, 0.0935059, 0.127686, 0.10437, 0.0864258, 0.442627, 0.426514, 1.33203, -0.105225, -0.0724487, 0.969238, -0.192017, -0.23584, -0.638672, 0.0224457, 0.0318909, 1.05566, 0.250488, 0.190552, 0.692871, Idle
-0.0637817, 0.0258331, 1.0127, 1.01563, 0.00799561, 0.014122, 0.215454, 0.00149536, 0.000868797, 0.00195313, 0.00991058, 0.00971985, 0.0881348, 0.247192, 0.197632, 0.187988, 0.671875, 0.566406, 1.5957, -0.17688, -0.0521545, 0.95459, -0.251221, -0.156738, -0.897949, 0.0703125, 0.145508, 1.14258, 0.42041, 0.409668, 0.697754, Idle
-0.0375977, 0.038269, 1.01367, 1.0166, -0.0195465, -0.00745773, -0.0946045, 0.0014801, 0.000888824, 0.000976563, 0.0152206, 0.0390625, 0.158447, 0.209595, 0.137451, 0.165039, 0.651855, 1.19238, 1.83691, -0.153198, -0.032074, 0.942383, -0.256592, -0.467529, -1.34961, 0.0563965, 0.105286, 1.10742, 0.39502, 0.724121, 0.487061, Idle
-0.010376, 0.0288849, 1.01465, 1.0166, -0.0175934, -0.00576019, -0.0239258, 0.0022316, 0.000916481, 0, 0.0215759, 0.02771, 0.00713348, 0.194092, 0.167236, 0.134766, 0.700195, 0.836426, 0.395264, -0.0900269, -0.0381775, 0.953125, -0.410645, -0.465332, -0.219482, 0.104004, 0.129028, 1.08789, 0.289307, 0.371094, 0.175659, Idle
-0.0537415, 0.0409546, 1.01074, 1.01465, 0.0130615, 0.0382996, -0.00157356, 0.00202179, 0.00109577, 0.00292969, 0.0164795, 0.02742, 0.00147247, 0.215698, 0.157715, 0.234863, 0.839355, 1.18262, 0.187988, -0.176147, -0.0311584, 0.905762, -0.595215, -0.72998, -0.101074, 0.0395203, 0.126587, 1.14063, 0.244263, 0.452637, 0.086853, Idle
-0.0692139, 0.0501099, 1.01074, 1.0166, -0.0190277, -0.00127697, -0.010231, 0.00242615, 0.00140381, 0.00390625, 0.0214691, 0.050354, 0.00439072, 0.187012, 0.162476, 0.258301, 0.586426, 1.07227, 0.377441, -0.154785, -0.0403748, 0.942871, -0.285645, -0.426758, -0.217896, 0.032196, 0.12207, 1.20117, 0.300781, 0.64502, 0.159424, Idle
-0.0784302, 0.0686646, 1.00293, 1.01465, -0.00753403, -0.00167274, 0.00208664, 0.00122452, 0.00583649, 0.00585938, 0.051178, 0.0217285, 0.0154266, 0.217407, 0.310303, 0.136719, 0.970215, 0.705078, 0.709473, -0.217163, -0.0787354, 0.955078, -0.496582, -0.291016, -0.410156, 0.000304937, 0.231567, 1.0918, 0.473633, 0.413818, 0.299316, Idle
-0.024704, -0.000871181, 1.01367, 1.01367, 0.0175171, 0.0231171, -0.00290108, 0.00195122, 0.00107956, 0, 0.0100937, 0.0370483, 0.00210953, 0.208618, 0.16272, 0.130859, 0.546387, 1.21094, 0.255371, -0.118225, -0.06073, 0.949219, -0.253174, -0.382813, -0.144409, 0.0903931, 0.101929, 1.08008, 0.293213, 0.827637, 0.110779, Idle
-0.0488586, 0.04599, 1.01074, 1.01465, -0.0259247, -0.00870514, -0.0177612, 0.00292969, 0.00209236, 0, 0.0176239, 0.0228577, 0.00278473, 0.210083, 0.160278, 0.0820313, 0.548828, 0.599609, 0.220825, -0.154175, -0.0360413, 0.974609, -0.30249, -0.296631, -0.143799, 0.0558472, 0.124146, 1.05664, 0.246338, 0.302979, 0.0770264, Idle
0.00643921, 0.00871277, 0.999512, 1.01953, -0.000954628, 0.0473022, 0.0237274, 0.0141678, 0.00981903, 0.0322266, 0.151245, 0.57959, 0.264404, 0.638184, 0.539551, 1.80566, 2.02539, 3.80273, 2.74023, -0.330566, -0.242188, -0.351318, -0.960938, -1.80273, -1.39648, 0.307617, 0.297363, 1.4541, 1.06348, 1.99902, 1.34277, Square
0.0248413, -0.029007, 1.00586, 1.0127, -0.0198975, -0.0279541, 0.0266418, 0.00525665, 0.00641632, 0.00390625, 0.0668945, 0.166748, 0.0765381, 0.496826, 0.32959, 0.37793, 1.67285, 2.16016, 1.29297, -0.149536, -0.154053, 0.806641, -0.67627, -1.03809, -0.678711, 0.347168, 0.175537, 1.18457, 0.996094, 1.12109, 0.61377, Square
-0.0477905, -0.0124207, 0.999512, 1.03027, 0.0600586, 0.126953, 0.120361, 0.0203705, 0.0252686, 0.0341797, 0.0687866, 0.216187, 0.172974, 0.766602, 0.9375, 1.11035, 1.44336, 2.11328, 2.1875, -0.502441, -0.643555, 0.377197, -0.393066, -0.595215, -0.791016, 0.263916, 0.293945, 1.4873, 1.0498, 1.51758, 1.39551, Square
-0.19104, -0.0493164, 0.979004, 1.03223, 0.0754395, -0.0592651, -0.0834961, 0.0332031, 0.02388, 0.059082, 0.115295, 0.411133, 0.289795, 0.699707, 0.712402, 1.12598, 1.70215, 3.12695, 1.96094, -0.511719, -0.351807, 0.328125, -0.672363, -1.47266, -1.05859, 0.187988, 0.360596, 1.4541, 1.0293, 1.6543, 0.901855, Square
-0.0869751, -0.0559082, 1.00195, 1.03027, 0.00800323, -0.110352, 0.00947571, 0.0230103, 0.0195465, 0.0712891, 0.181396, 0.336426, 0.227905, 0.67627, 0.591797, 1.38086, 2.05469, 2.91797, 1.94141, -0.448975, -0.363037, 0.383057, -1.02344, -1.32422, -1.11523, 0.227051, 0.228638, 1.76367, 1.03027, 1.59277, 0.825684, Square
-0.0540161, -0.072876, 0.987793, 1.03809, 0.0744629, -0.0444946, 0.09198, 0.0563965, 0.0262451, 0.0566406, 0.252441, 0.468018, 0.334229, 0.881348, 0.705566, 1.15918, 2.38672, 3.01172, 2.43164, -0.555176, -0.357666, 0.431152, -1.52539, -1.30371, -1.37402, 0.326172, 0.347656, 1.58984, 0.86084, 1.70801, 1.05762, Square
-0.0515747, -0.0297394, 1.00195, 1.04395, 0.0930786, 0.0221252, 0.0603333, 0.0446777, 0.0282898, 0.0556641, 0.120239, 0.349365, 0.32373, 0.852051, 0.780762, 1.05078, 1.90039, 3.00781, 2.41406, -0.508301, -0.419189, 0.493652, -1.20215, -1.48828, -1.47656, 0.343506, 0.361572, 1.54395, 0.698242, 1.51953, 0.937012, Square
-0.0598145, -0.0270081, 0.990723, 1.03711, 0.108032, 0.163208, 0.0672607, 0.0373535, 0.0297546, 0.116211, 0.133545, 0.60791, 0.337402, 0.815918, 0.873535, 1.33594, 1.79102, 3.16016, 2.50781, -0.491943, -0.419434, 0.314453, -0.873047, -1.25488, -1.5918, 0.32373, 0.453857, 1.65039, 0.91748, 1.9043, 0.914551, Square
-0.111511, -0.0528259, 0.970703, 1.04297, 0.11969, -0.135864, -0.109802, 0.072937, 0.0449219, 0.09375, 0.233032, 0.552246, 0.353271, 0.856445, 1.01172, 1.37793, 2.09961, 3.98828, 2.39453, -0.567871, -0.535645, 0.376465, -0.962402, -1.83789, -1.54883, 0.288574, 0.475342, 1.75391, 1.13672, 2.15039, 0.845215, Square
-0.0910034, -0.0474854, 0.97168, 1.01855, 0.0994873, -0.0516052, -0.0613098, 0.0514526, 0.0219727, 0.0654297, 0.112915, 0.439453, 0.248169, 0.734863, 0.661133, 1.32813, 1.45508, 4.03906, 2.21875, -0.499023, -0.390869, 0.380859, -0.708008, -1.98438, -1.38184, 0.235474, 0.27002, 1.70898, 0.74707, 2.05273, 0.836914, Square
-0.0123291, -0.11731, 0.986816, 1.03125, -0.0426636, -0.153198, -0.0784912, 0.0331726, 0.0419312, 0.078125, 0.220825, 0.463135, 0.287109, 0.785156, 0.900391, 1.17578, 2.00391, 3.3457, 2.72852, -0.495361, -0.533203, 0.333008, -1.08008, -1.83398, -1.66602, 0.289551, 0.366943, 1.50879, 0.923828, 1.51172, 1.0625, Square
0.0349121, -0.129028, 0.991699, 1.05371, 0.0821533, -0.00865936, -0.00107479, 0.0640259, 0.0421143, 0.0654297, 0.128296, 0.506348, 0.341064, 1.0166, 0.847168, 1.18164, 1.87988, 3.70703, 2.67969, -0.521973, -0.505859, 0.338379, -1.04297, -1.91211, -1.62891, 0.494385, 0.341309, 1.51953, 0.836914, 1.79395, 1.0498, Square
0.0575867, -0.134399, 0.986328, 1.04297, 0.0910034, -0.00178623, 0.10553, 0.0507507, 0.0406189, 0.078125, 0.236694, 0.559082, 0.370117, 0.915039, 0.83252, 1.31152, 2.3457, 3.95508, 2.54297, -0.414795, -0.514648, 0.321533, -1.08887, -1.94336, -1.41504, 0.5, 0.317627, 1.63281, 1.25684, 2.01172, 1.12793, Square
-0.00138569, -0.0977173, 1.02832, 1.0791, 0.0825806, 0.0740967, 0.0701294, 0.0395813, 0.0507202, 0.0947266, 0.141968, 0.539551, 0.348145, 0.868652, 0.897949, 1.46094, 1.78516, 3.84375, 2.33008, -0.503418, -0.499756, 0.301514, -1.00977, -1.55273, -1.36719, 0.365234, 0.398193, 1.7627, 0.775391, 2.29102, 0.961426, Square
0.0236816, -0.0559387, 0.921387, 0.993164, 0.12384, 0.0257874, 0.0171814, 0.0891113, 0.0454712, 0.0751953, 0.230591, 0.76416, 0.31665, 0.937988, 0.879883, 1.16699, 2.5918, 4.35938, 2.43945, -0.499268, -0.490234, 0.354736, -1.45605, -2, -1.41016, 0.438721, 0.389404, 1.52148, 1.13477, 2.35742, 1.0293, Square
-0.0708008, -0.0535889, 0.996094, 1.04297, 0.0794678, -0.0649414, -0.0896606, 0.0405884, 0.0471191, 0.0830078, 0.128296, 0.366455, 0.385986, 0.800781, 0.928223, 1.37793, 1.81152, 3.38086, 2.625, -0.519531, -0.519531, 0.438232, -0.871094, -1.38574, -1.45117, 0.28125, 0.408447, 1.81641, 0.94043, 1.99414, 1.17383, Square
-0.00287819, -0.062561, 0.964355, 1.00977, 0.00911713, -0.0921631, -0.085022, 0.0451355, 0.0359497, 0.0756836, 0.143799, 0.467285, 0.336914, 0.848633, 0.78125, 1.32227, 1.88184, 3.65039, 2.53516, -0.469971, -0.427979, 0.32666, -1.23438, -1.69922, -1.45605, 0.378418, 0.353271, 1.64844, 0.646973, 1.95117, 1.07813, Square
0.0359497, -0.0880127, 1.02637, 1.07227, 0.0396423, -0.0697021, 0.0381165, 0.0484009, 0.0385742, 0.109375, 0.135864, 0.506836, 0.250488, 0.929199, 0.93457, 1.61328, 1.87012, 3.80469, 2.65039, -0.435547, -0.564453, 0.321533, -1.14258, -1.68262, -1.35645, 0.493408, 0.369873, 1.93457, 0.727539, 2.12109, 1.29395, Square
0.0712891, -0.104309, 0.97998, 1.0293, 0.0392151, 0.0134354, 0.00420761, 0.0474243, 0.0432129, 0.0639648, 0.100159, 0.455322, 0.303955, 0.875488, 0.916992, 1.53125, 2.01172, 3.81445, 2.89063, -0.41333, -0.562012, 0.411133, -1.11719, -2.18555, -1.67383, 0.461914, 0.35498, 1.94238, 0.893555, 1.62793, 1.21582, Square
0.0124435, 0.00979614, 1.02832, 1.04004, 0.0430908, 0.0504456, 0.0899658, 0.0187073, 0.00881958, 0.0263672, 0.15271, 0.308838, 0.312744, 1.14355, 0.528809, 1.34766, 2.44727, 3.25391, 2.91211, -0.709473, -0.30249, 0.650879, -1.04004, -1.44434, -1.65527, 0.433838, 0.226318, 1.99805, 1.40625, 1.80859, 1.25586, Square
-0.0128937, 0.0208893, 1.01074, 1.01953, 1.055e-05, -0.0300903, 0.00742722, 0.0101852, 0.00176525, 0.00585938, 0.0291595, 0.224854, 0.0583496, 0.501953, 0.215942, 0.256836, 0.969727, 2.67773, 1.13281, -0.238892, -0.0836182, 0.875, -0.320313, -1.75391, -0.393311, 0.262695, 0.132324, 1.13184, 0.649414, 0.923828, 0.739258, Square
0.0858765, 0.0663452, 1.00098, 1.02734, 0.000237942, 0.0809326, 0.0935669, 0.0151367, 0.023941, 0.0224609, 0.0251617, 0.24231, 0.101257, 0.559082, 0.837402, 0.888672, 0.975586, 2.75195, 1.59961, -0.30957, -0.331299, 0.509766, -0.541016, -1.08594, -0.652832, 0.249512, 0.505859, 1.39844, 0.434326, 1.66602, 0.946777, Square
0.00419998, -0.00284958, 1.00977, 1.04102, 0.0491638, -0.000944138, -0.125244, 0.0275269, 0.0318909, 0.0595703, 0.116089, 0.396729, 0.323242, 0.682129, 0.802246, 1.17676, 1.41309, 3.75781, 2.22656, -0.340576, -0.382324, 0.453857, -0.619629, -1.93359, -1.17188, 0.341553, 0.419678, 1.63086, 0.792969, 1.82422, 1.05371, Square
-0.0328064, 0.0109711, 0.979004, 1.01074, 0.0329895, -0.071228, 0.0166473, 0.0279236, 0.0264587, 0.0600586, 0.078186, 0.398438, 0.208862, 0.653809, 0.727051, 1.1416, 1.41016, 3.36133, 2.02734, -0.38501, -0.368652, 0.483887, -0.847168, -1.92188, -0.986816, 0.268555, 0.358398, 1.625, 0.5625, 1.43945, 1.03906, Square
0.0132523, -0.0230408, 1.03711, 1.06738, 0.0577698, -0.0312347, -0.0285339, 0.020813, 0.033783, 0.0810547, 0.0928955, 0.356201, 0.208252, 0.593262, 0.737793, 1.22656, 1.85156, 3.5625, 2.16406, -0.310059, -0.387207, 0.443359, -0.851563, -1.83594, -1.09863, 0.282959, 0.350586, 1.66992, 1, 1.72559, 1.06543, Square
-0.0429688, 0.0140457, 1.01074, 1.05664, 0.0827026, 0.0193787, 0.127075, 0.0396118, 0.0353699, 0.0947266, 0.158447, 0.281006, 0.324219, 0.837891, 0.830566, 1.65234, 1.9707, 3.21289, 2.78516, -0.508301, -0.442383, 0.346191, -0.896973, -1.52148, -1.38184, 0.329346, 0.388184, 1.99805, 1.07324, 1.69141, 1.40332, Square
0.0158539, -0.00236511, 0.998535, 1.03125, 0.0415649, 0.0635376, -0.00123787, 0.0357361, 0.0262604, 0.078125, 0.103821, 0.441162, 0.244629, 0.85498, 0.733887, 1.37109, 1.6416, 3.78906, 2.32227, -0.435303, -0.364746, 0.376709, -0.905273, -1.75098, -1.37305, 0.419678, 0.369141, 1.74805, 0.736328, 2.03711, 0.947754, Square
0.000573635, 0.0236206, 0.982422, 1.01465, 0.0578918, 0.0490417, -0.00449753, 0.0300903, 0.0311127, 0.0483398, 0.0725098, 0.382568, 0.196289, 0.665527, 0.802246, 1.08594, 1.54688, 3.10742, 2.16602, -0.321533, -0.317383, 0.467041, -0.842773, -1.2207, -0.885742, 0.343994, 0.484619, 1.55273, 0.704102, 1.88574, 1.28027, Square
-0.0276794, 0.0372925, 1.01074, 1.0498, 0.0589905, -0.0103607, -0.131592, 0.031311, 0.0437622, 0.0722656, 0.109375, 0.461914, 0.453125, 0.633301, 0.852051, 1.23242, 1.66602, 3.57422, 3.01758, -0.372314, -0.361084, 0.430908, -0.661621, -2.0293, -1.47852, 0.260986, 0.490967, 1.66309, 1.00391, 1.54395, 1.53809, Square
-0.0520325, -0.00891876, 0.979004, 1.0127, 0.0462646, -0.000822067, -0.0749512, 0.0304413, 0.0289764, 0.0581055, 0.0861816, 0.377441, 0.258545, 0.605957, 0.828613, 1.11426, 1.87207, 3.11523, 2.39648, -0.373535, -0.469482, 0.434326, -0.997559, -1.52441, -1.4375, 0.232178, 0.359131, 1.54883, 0.874512, 1.58984, 0.958496, Square
0.00482559, 0.00523758, 1, 1.03516, 0.0313721, -0.0911255, 0.0221252, 0.0327759, 0.0265961, 0.0722656, 0.120728, 0.452393, 0.332031, 0.619141, 0.733887, 1.41113, 1.51074, 3.88281, 2.72266, -0.317871, -0.372314, 0.378906, -0.989258, -1.71094, -1.1416, 0.30127, 0.361328, 1.79004, 0.521484, 2.17188, 1.58008, Square
0.0237885, -0.0218506, 1.01465, 1.04785, 0.0755005, -0.0583191, -0.0304108, 0.0392456, 0.0305634, 0.0576172, 0.130981, 0.3396, 0.329834, 0.731445, 0.867188, 1.08203, 1.69727, 2.66016, 2.98828, -0.397949, -0.444824, 0.510254, -0.921387, -1.24414, -1.73926, 0.333252, 0.422119, 1.5918, 0.775879, 1.41504, 1.24902, Square
0.0154724, 0.00759125, 1.0127, 1.04199, 0.103149, 0.0213165, 0.0129852, 0.0315247, 0.0248718, 0.0644531, 0.167236, 0.324219, 0.26001, 0.706055, 0.695801, 1.37402, 2.03516, 3.05469, 2.74023, -0.334961, -0.331055, 0.482422, -1.0166, -1.26367, -1.4209, 0.37085, 0.364746, 1.85645, 1.01758, 1.79004, 1.31934, Square
0.0506897, 0.00587463, 0.992188, 1.02441, 0.0861206, 0.0162659, 0.0439453, 0.0437317, 0.0229034, 0.0488281, 0.0879517, 0.455078, 0.362793, 0.666504, 0.70166, 1.04297, 1.33984, 4.21484, 2.67578, -0.301025, -0.377197, 0.448242, -0.63623, -2.20313, -1.19629, 0.365479, 0.324219, 1.49121, 0.703613, 2.01172, 1.47852, Square
0.00769806, 0.0701294, 1.00098, 1.0293, 0.0510254, 0.0284576, 0.0669556, 0.0200043, 0.0313416, 0.0664063, 0.0967407, 0.240845, 0.327148, 0.632324, 0.776855, 1.51367, 1.52344, 2.66602, 2.74609, -0.289307, -0.301758, 0.429688, -0.862305, -1.26563, -1.54688, 0.343018, 0.475098, 1.94336, 0.660645, 1.40039, 1.19922, Square
0.010788, 0.00504303, 1.00879, 1.04004, 0.0361938, -0.0246735, -0.011322, 0.0331421, 0.0283051, 0.0830078, 0.0822144, 0.327393, 0.25293, 0.702148, 0.697266, 1.35547, 1.86523, 3.17578, 2.65039, -0.33252, -0.338867, 0.273926, -0.999512, -1.33984, -1.47363, 0.369629, 0.358154, 1.62891, 0.865234, 1.83594, 1.17578, Square
-0.00260925, -0.021637, 0.990234, 1.02344, 0.0838623, 0.101501, 0.00933075, 0.0255127, 0.0285339, 0.0712891, 0.0865479, 0.348877, 0.221558, 0.604492, 0.723145, 1.21875, 1.54688, 2.93555, 2.12109, -0.34375, -0.410889, 0.381104, -0.82666, -1.3916, -1.00391, 0.260742, 0.312256, 1.59961, 0.719727, 1.54395, 1.11621, Square
0.0366821, 0.0423584, 0.991699, 1.02246, 0.0310059, 0.028656, -0.0331421, 0.0227356, 0.0326538, 0.0458984, 0.0946655, 0.235107, 0.249146, 0.48999, 0.741699, 0.901367, 1.63477, 3.01563, 2.375, -0.236938, -0.344727, 0.517578, -0.880371, -1.85645, -1.1582, 0.25293, 0.396729, 1.41895, 0.753906, 1.15918, 1.2168, Square
0.0584106, -0.0264282, 1.03809, 1.06055, 0.0401917, -0.0518494, -0.0507507, 0.0147781, 0.0124512, 0.0703125, 0.368408, 0.563477, 0.251709, 0.77002, 0.555664, 2.26758, 3.77734, 3.9668, 2.74219, -0.203125, -0.274414, -0.268799, -1.46387, -2.20313, -1.45215, 0.566895, 0.28125, 1.99805, 2.3125, 1.7627, 1.29004, Triangle
0.0128174, -0.0375366, 1.00977, 1.0127, -0.0142136, 0.0200043, -0.00923157, 0.00214386, 0.0011034, 0.0078125, 0.00936127, 0.0801392, 0.0137558, 0.274658, 0.178467, 0.559082, 0.51416, 1.7207, 0.655762, -0.0742798, -0.126221, 0.715332, -0.221191, -0.624023, -0.38623, 0.200317, 0.0522766, 1.27441, 0.292969, 1.09668, 0.269531, Triangle
-0.00342178, -0.023056, 0.988281, 1.01074, 0.0298615, 0.130981, 0.0722656, 0.0215607, 0.0168152, 0.0283203, 0.0222778, 0.171631, 0.12085, 0.683594, 0.656738, 0.918945, 0.794922, 2.48242, 2.14648, -0.449219, -0.37085, 0.448242, -0.36377, -0.665527, -0.885742, 0.234131, 0.285645, 1.36719, 0.431152, 1.81641, 1.26074, Triangle
0.0099411, -0.0437317, 1.02344, 1.05957, 0.00361443, -0.17688, -0.0536499, 0.0314026, 0.0328979, 0.0869141, 0.123108, 0.775879, 0.167725, 0.839355, 0.757813, 1.35059, 2.08789, 3.63672, 1.94531, -0.491699, -0.490723, 0.34668, -0.916992, -1.87402, -1.14063, 0.347656, 0.266846, 1.69727, 1.16992, 1.7627, 0.804688, Triangle
0.00199127, -0.0726929, 0.986328, 1.03125, 0.0147934, 0.0146408, 0.111145, 0.0388489, 0.0319519, 0.0878906, 0.149414, 0.587402, 0.189331, 0.81543, 0.668945, 1.44434, 1.96973, 4.05859, 1.80078, -0.539551, -0.422119, 0.37207, -1.35352, -2.26953, -0.671387, 0.275635, 0.24646, 1.81641, 0.615723, 1.78906, 1.12891, Triangle
-0.00566864, -0.0301666, 1.02051, 1.06836, 0.0631714, 0.09375, 0.0323486, 0.0444946, 0.0367737, 0.0927734, 0.175293, 0.748535, 0.130127, 0.855469, 0.855957, 1.31348, 2.31445, 4.11719, 1.75977, -0.565918, -0.546875, 0.317871, -1.10547, -2.21094, -0.769043, 0.289551, 0.309082, 1.63086, 1.20801, 1.90332, 0.990234, Triangle
-0.0537415, -0.0414124, 0.918457, 0.984863, 0.0557556, 0.0164642, -0.00743484, 0.0621643, 0.0352173, 0.097168, 0.0878906, 0.779785, 0.0953369, 0.955078, 0.964844, 1.25, 1.35645, 3.99023, 1.48633, -0.563965, -0.533691, 0.36499, -0.65332, -1.6123, -0.647461, 0.390869, 0.430908, 1.61523, 0.702637, 2.37695, 0.838867, Triangle
-0.00470352, -0.0686646, 1.02051, 1.06055, -0.00751114, -0.160156, -0.0290833, 0.042511, 0.0247955, 0.0839844, 0.138794, 0.77832, 0.202881, 0.876953, 0.76123, 1.27051, 2.13281, 4.10938, 2.45703, -0.52002, -0.456299, 0.413086, -1.21094, -2.20313, -1.26758, 0.356689, 0.304932, 1.68359, 0.92041, 1.90332, 1.18848, Triangle
0.0133972, -0.0653076, 1.0127, 1.06055, 0.0162354, 0.0235138, 0.0690308, 0.0301819, 0.041626, 0.0888672, 0.209106, 0.535156, 0.128418, 0.788574, 0.923828, 1.57813, 3.11328, 4.07422, 1.80078, -0.496094, -0.541504, 0.353027, -1.59766, -2.19336, -0.926758, 0.292236, 0.382324, 1.93066, 1.51563, 1.87891, 0.873535, Triangle
-0.0182953, -0.128418, 0.936035, 0.990234, 0.116333, 0.141479, 0.0387268, 0.0453491, 0.0269623, 0.0917969, 0.0886841, 0.700684, 0.19165, 0.78125, 0.768555, 1.07813, 1.2373, 3.71484, 2.37891, -0.505371, -0.486816, 0.392334, -0.39209, -1.91797, -1.18066, 0.275879, 0.281738, 1.4707, 0.844727, 1.7959, 1.19824, Triangle
0.0541687, -0.122009, 1.0127, 1.07129, -0.0238953, -0.158447, 0.0109787, 0.0488892, 0.0337219, 0.0820313, 0.167114, 0.912598, 0.171265, 0.899902, 0.763672, 1.36426, 2.1543, 4.20703, 1.87695, -0.532227, -0.537109, 0.324951, -0.928711, -2.19141, -0.708496, 0.367432, 0.226563, 1.68945, 1.22559, 2.01563, 1.16797, Triangle
-0.0161285, -0.0674438, 0.95752, 1.04004, 0.0917969, 0.216675, 0.0949707, 0.0576477, 0.0377502, 0.174805, 0.219849, 1.18359, 0.142334, 0.970703, 0.948242, 1.7002, 2.63867, 4.85156, 1.92676, -0.655762, -0.511719, -0.011467, -1.34961, -2.49805, -0.916016, 0.314697, 0.436279, 1.68848, 1.28809, 2.35156, 1.01074, Triangle
-0.0442505, -0.106873, 0.986328, 1.05762, 0.00614929, -0.190308, -0.0165405, 0.0462952, 0.0500793, 0.109375, 0.13855, 1.07617, 0.21875, 0.922852, 0.806641, 1.36328, 1.93164, 4.59766, 2.24805, -0.607422, -0.515137, 0.186157, -0.891113, -2.26367, -1.18848, 0.315186, 0.291504, 1.5498, 1.04004, 2.33203, 1.05957, Triangle
-0.0507813, -0.0681152, 0.966309, 1.03125, 0.097168, 0.164429, 0.111633, 0.0539551, 0.032196, 0.145508, 0.157593, 1.00586, 0.200928, 0.836426, 0.82666, 1.59961, 2.04297, 4.54297, 2.41602, -0.558105, -0.524414, 0.152954, -1.04395, -2.11914, -1.37598, 0.278076, 0.302246, 1.75293, 0.997559, 2.42188, 1.03906, Triangle
