@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_GY_X numeric
@attribute F5_MEAN_on_GY_Y numeric
@attribute F6_MEAN_on_GY_Z numeric
@attribute F7_VAR_on_ACC_X numeric
@attribute F8_VAR_on_ACC_Z numeric
@attribute F9_VAR_on_GY_Y numeric
@attribute F10_VAR_on_GY_Z numeric
@attribute F11_ENERGY_on_ACC_X numeric
@attribute F12_ENERGY_on_ACC_Y numeric
@attribute F13_ENERGY_on_ACC_Z numeric
@attribute F14_ENERGY_on_GY_X numeric
@attribute F15_ENERGY_on_GY_Y numeric
@attribute F16_ENERGY_on_GY_Z numeric
@attribute F17_PeakToPeak_on_ACC_X numeric
@attribute F18_ZeroCross_on_ACC_X numeric
@attribute F19_ZeroCross_on_ACC_Y numeric
@attribute F20_ZeroCross_on_ACC_Z numeric
@attribute F21_ZeroCross_on_GY_X numeric
@attribute F22_ZeroCross_on_GY_Y numeric
@attribute F23_ZeroCross_on_GY_Z numeric
@attribute F24_PeaKDet_on_ACC_X numeric
@attribute F25_PeaKDet_on_ACC_Y numeric
@attribute F26_PeaKDet_on_ACC_Z numeric
@attribute F27_PeaKDet_on_GY_X numeric
@attribute F28_PeaKDet_on_GY_Z numeric
@attribute F29_MIN_on_ACC_X numeric
@attribute F30_MIN_on_ACC_Z numeric
@attribute F31_MAX_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
-0.0606384, -0.038208, 1.00977, -0.00869751, 0.0108566, 0.0664673, 0.000198364, 0.00878906, 0.00154114, 0.00598907, 0.314209, 0.123596, 83.375, 0.0357971, 0.134521, 0.84375, 0.0511169, 0, 4, 0, 18, 6, 6, 25, 35, 44, 28, 32, -0.0881348, 1.00488, 0.235107, Idle
-0.0632935, -0.0169678, 1.00781, 0.0023632, 0.00641632, -0.0403137, 9.91821e-05, 0.00976563, 0.000841618, 0.00271225, 0.332764, 0.0281525, 83.125, 0.00894928, 0.0715332, 0.351563, 0.0413513, 10, 0, 0, 6, 18, 0, 27, 35, 34, 28, 24, -0.0819092, 1.01074, 0.00610733, Idle
-0.0316162, -0.0145645, 1.01563, -0.0018549, 0.0140381, -0.0325928, 5.72205e-05, 0, 0.000936031, 0.102356, 0.0856323, 0.0257111, 83.375, 0.055603, 0.0918579, 8.38281, 0.03302, 0, 4, 4, 10, 18, 2, 37, 31, 39, 28, 20, -0.052002, 1.00488, 0.513184, Idle
-0.0628052, 0.0300903, 1.00781, 0.00037241, -0.00217628, 0.0809326, 0.000209808, 0.0136719, 0.00271034, 0.155273, 0.33667, 0.0939941, 83.4375, 0.0934448, 0.219971, 13.1172, 0.0619812, 2, 0, 8, 14, 10, 2, 40, 29, 39, 23, 17, -0.0847168, 1.00781, 0.456299, Idle
-0.0381165, 0.0362549, 1.01074, -0.0179749, 0.00503159, -0.00544739, 0.00032711, 0.00878906, 0.00349236, 0.0444946, 0.144287, 0.119812, 83.5, 0.136841, 0.285156, 3.60938, 0.0693359, 4, 10, 0, 8, 8, 4, 27, 27, 43, 19, 11, -0.0807495, 1.00879, 0.29541, Idle
-0.00814056, 0.02742, 1.0127, -0.011528, 0.00152302, -0.0218964, 0.000957012, 0, 0.00515747, 0.000777721, 0.0829468, 0.0810547, 83.0625, 0.232422, 0.418457, 0.101868, 0.109314, 4, 4, 6, 10, 10, 10, 15, 18, 46, 20, 21, -0.056427, 1.00391, 0.0601196, Idle
-0.0595093, 0.0448303, 1.00781, 0.000323772, 0.0178528, -0.00453186, 0.00118446, 0.00488281, 0.00583649, 0.000218749, 0.383057, 0.21582, 82.75, 0.181274, 0.499023, 0.0193939, 0.110229, 0, 8, 12, 14, 14, 6, 23, 25, 33, 19, 20, -0.13208, 0.997559, 0.0258789, Idle
-0.0684814, 0.0452881, 1.00781, -0.0209961, 0.00700378, -0.00967407, 0.000965118, 0.0117188, 0.0124741, 0.000872612, 0.458252, 0.22583, 83.25, 0.647461, 1.01465, 0.0783081, 0.102417, 8, 10, 14, 8, 8, 10, 6, 8, 30, 11, 16, -0.118591, 1.00391, 0.0386658, Idle
-0.0753784, 0.0662231, 1.00195, -0.00129604, 0.00563049, 0.00257683, 0.000465393, 0.00488281, 0.00318718, 0.00271797, 0.498047, 0.697754, 81.75, 1.45996, 0.260986, 0.220703, 0.0673828, 6, 4, 14, 8, 18, 8, 20, 8, 42, 6, 15, -0.106384, 0.996094, 0.0929565, Idle
-0.0325623, 0.00914764, 1.00977, 0.0231476, 0.0304108, -0.00742722, 0.00164604, 0.000976563, 0.0117111, 0.000727654, 0.21936, 0.112, 82.6875, 0.309082, 1.02441, 0.0634766, 0.170044, 2, 2, 0, 12, 12, 8, 21, 20, 44, 19, 23, -0.121338, 1.00293, 0.0452881, Idle
0.00643921, 0.00871277, 0.999512, -0.000954628, 0.0473022, 0.0237274, 0.0141678, 0.0322266, 0.57959, 0.264404, 1.15137, 0.802246, 83.5625, 12.2578, 47.1875, 21.4688, 0.638184, 52, 44, 4, 54, 50, 32, 45, 43, 50, 41, 26, -0.330566, -0.351318, 1.34277, Square
0.0248413, -0.029007, 1.00586, -0.0198975, -0.0279541, 0.0266418, 0.00525665, 0.00390625, 0.166748, 0.0765381, 0.476318, 0.588379, 82.3125, 5.45313, 13.5781, 6.26172, 0.496826, 58, 24, 76, 46, 46, 32, 53, 47, 54, 43, 35, -0.149536, 0.806641, 0.61377, Square
-0.0477905, -0.0124207, 0.999512, 0.0600586, 0.126953, 0.120361, 0.0203705, 0.0341797, 0.216187, 0.172974, 1.83691, 2.06055, 83.75, 5.86719, 18.8281, 15.2031, 0.766602, 20, 46, 62, 48, 38, 24, 53, 43, 45, 34, 34, -0.502441, 0.377197, 1.39551, Square
-0.19104, -0.0493164, 0.979004, 0.0754395, -0.0592651, -0.0834961, 0.0332031, 0.059082, 0.411133, 0.289795, 5.65234, 2.13281, 82.5, 9.80469, 33.5938, 24.0625, 0.699707, 12, 18, 36, 18, 28, 8, 52, 44, 35, 36, 39, -0.511719, 0.328125, 0.901855, Square
-0.0869751, -0.0559082, 1.00195, 0.00800323, -0.110352, 0.00947571, 0.0230103, 0.0712891, 0.336426, 0.227905, 2.47852, 1.83789, 87.125, 14.7109, 28.25, 18.4844, 0.67627, 16, 36, 30, 40, 32, 18, 54, 44, 34, 38, 43, -0.448975, 0.383057, 0.825684, Square
-0.0540161, -0.072876, 0.987793, 0.0744629, -0.0444946, 0.09198, 0.0563965, 0.0566406, 0.468018, 0.334229, 4.80859, 2.55664, 83.6875, 20.9219, 38.0938, 27.7813, 0.881348, 8, 22, 40, 36, 28, 20, 55, 31, 37, 38, 34, -0.555176, 0.431152, 1.05762, Square
-0.0515747, -0.0297394, 1.00195, 0.0930786, 0.0221252, 0.0603333, 0.0446777, 0.0556641, 0.349365, 0.32373, 3.83594, 2.36523, 85.875, 10.4531, 28.3594, 26.5469, 0.852051, 22, 24, 32, 26, 32, 16, 44, 34, 36, 35, 31, -0.508301, 0.493652, 0.937012, Square
-0.0598145, -0.0270081, 0.990723, 0.108032, 0.163208, 0.0672607, 0.0373535, 0.116211, 0.60791, 0.337402, 3.31641, 2.4707, 88.9375, 11.7734, 51.4688, 27.7188, 0.815918, 32, 36, 38, 38, 26, 34, 52, 44, 34, 35, 37, -0.491943, 0.314453, 0.914551, Square
-0.111511, -0.0528259, 0.970703, 0.11969, -0.135864, -0.109802, 0.072937, 0.09375, 0.552246, 0.353271, 6.92188, 3.86523, 84, 20.0469, 46.25, 29.6094, 0.856445, 20, 22, 16, 26, 22, 12, 45, 43, 30, 30, 41, -0.567871, 0.376465, 0.845215, Square
-0.0910034, -0.0474854, 0.97168, 0.0994873, -0.0516052, -0.0613098, 0.0514526, 0.0654297, 0.439453, 0.248169, 4.83984, 1.96387, 81.8125, 9.95313, 35.8438, 20.4219, 0.734863, 20, 30, 30, 30, 28, 22, 55, 46, 35, 40, 44, -0.499023, 0.380859, 0.836914, Square
-0.0123291, -0.11731, 0.986816, -0.0426636, -0.153198, -0.0784912, 0.0331726, 0.078125, 0.463135, 0.287109, 2.70117, 4.51563, 85.25, 18.0469, 39.4375, 23.7656, 0.785156, 10, 26, 26, 36, 20, 32, 52, 43, 32, 34, 39, -0.495361, 0.333008, 1.0625, Square
0.0349121, -0.129028, 0.991699, 0.0821533, -0.00865936, -0.00107479, 0.0640259, 0.0654297, 0.506348, 0.341064, 5.28906, 4.76172, 85, 10.9453, 41.0625, 27.6406, 1.0166, 12, 20, 20, 30, 30, 18, 55, 39, 31, 36, 31, -0.521973, 0.338379, 1.0498, Square
0.0575867, -0.134399, 0.986328, 0.0910034, -0.00178623, 0.10553, 0.0507507, 0.078125, 0.559082, 0.370117, 4.38281, 4.75781, 85.1875, 19.8594, 45.3125, 30.9063, 0.915039, 8, 22, 36, 30, 32, 12, 55, 36, 38, 34, 41, -0.414795, 0.321533, 1.12793, Square
-0.00138569, -0.0977173, 1.02832, 0.0825806, 0.0740967, 0.0701294, 0.0395813, 0.0947266, 0.539551, 0.348145, 3.20898, 4.88672, 93.4375, 12.0625, 44.1563, 28.6094, 0.868652, 40, 36, 30, 42, 44, 24, 58, 35, 37, 41, 32, -0.503418, 0.301514, 0.961426, Square
0.0236816, -0.0559387, 0.921387, 0.12384, 0.0257874, 0.0171814, 0.0891113, 0.0751953, 0.76416, 0.31665, 7.26953, 3.94141, 74.9375, 19.9375, 61.9688, 25.6875, 0.937988, 10, 20, 24, 36, 22, 26, 45, 36, 33, 32, 38, -0.499268, 0.354736, 1.0293, Square
-0.0708008, -0.0535889, 0.996094, 0.0794678, -0.0649414, -0.0896606, 0.0405884, 0.0830078, 0.366455, 0.385986, 3.69531, 4.05078, 87.125, 10.9141, 30.0469, 31.9375, 0.800781, 28, 22, 38, 40, 24, 28, 53, 37, 38, 41, 44, -0.519531, 0.438232, 1.17383, Square
-0.00287819, -0.062561, 0.964355, 0.00911713, -0.0921631, -0.085022, 0.0451355, 0.0756836, 0.467285, 0.336914, 3.6582, 3.23047, 81.5, 11.6641, 38.5625, 27.9063, 0.848633, 22, 24, 32, 46, 36, 12, 55, 52, 39, 36, 40, -0.469971, 0.32666, 1.07813, Square
0.0359497, -0.0880127, 1.02637, 0.0396423, -0.0697021, 0.0381165, 0.0484009, 0.109375, 0.506836, 0.250488, 4.02734, 3.75586, 94.3125, 11.1406, 41.4688, 20.4219, 0.929199, 14, 38, 30, 38, 58, 18, 49, 38, 36, 32, 35, -0.435547, 0.321533, 1.29395, Square
0.0712891, -0.104309, 0.97998, 0.0392151, 0.0134354, 0.00420761, 0.0474243, 0.0639648, 0.455322, 0.303955, 4.25391, 4.38281, 83.0625, 8.24219, 36.9375, 24.6406, 0.875488, 24, 30, 26, 52, 52, 20, 44, 30, 36, 35, 36, -0.41333, 0.411133, 1.21582, Square
0.00736618, 0.00820923, 1, -0.00293732, 0.0375977, 0.0162048, 0.00859833, 0.00292969, 0.259521, 0.182617, 0.701172, 0.470947, 81.3125, 5.01172, 21.1563, 14.8203, 0.451172, 28, 20, 0, 32, 32, 24, 24, 28, 38, 27, 17, -0.25293, 0.633301, 1.13379, Square
0.0233765, -0.0285492, 1.00781, -0.0160828, -0.0177155, 0.0331421, 0.00256348, 0, 0.0693359, 0.0490112, 0.251953, 0.463379, 82.1875, 2.73438, 5.64453, 4.0625, 0.279541, 20, 12, 44, 26, 28, 28, 40, 19, 35, 24, 23, -0.0827026, 0.931641, 0.486328, Square
-0.0549316, -0.0119553, 1.00195, 0.0665894, 0.118958, 0.105469, 0.0189514, 0.0214844, 0.191895, 0.180054, 1.78125, 1.60156, 83.125, 4.51953, 16.7031, 15.5, 0.629883, 10, 26, 28, 28, 24, 16, 31, 19, 32, 21, 18, -0.439453, 0.450195, 1.13086, Square
-0.187134, -0.0495911, 0.970703, 0.0586548, -0.0592651, -0.0667725, 0.0292969, 0.0551758, 0.355225, 0.243774, 5.21484, 1.87695, 80.875, 8.32031, 29.0781, 20.125, 0.63623, 8, 10, 18, 18, 12, 8, 23, 20, 16, 16, 21, -0.499512, 0.446045, 0.767578, Square
-0.0826416, -0.0581665, 1.00879, 0.0141449, -0.0992432, 0.0116653, 0.0189667, 0.0527344, 0.276367, 0.189087, 2.08984, 1.54883, 86.75, 10.0313, 23.2031, 15.3359, 0.556152, 4, 20, 18, 20, 18, 10, 18, 18, 18, 18, 19, -0.380615, 0.467041, 0.645508, Square
-0.0499268, -0.0665283, 0.990234, 0.0691528, -0.0447083, 0.0982666, 0.0519104, 0.0439453, 0.404053, 0.296631, 4.41016, 2.21484, 83.0625, 15.875, 32.9063, 24.8281, 0.805664, 4, 14, 18, 20, 12, 8, 38, 19, 17, 18, 18, -0.520996, 0.472168, 0.985352, Square
-0.0559387, -0.0332336, 1.00977, 0.103333, 0.0200195, 0.0635376, 0.0374146, 0.0517578, 0.298828, 0.297607, 3.28711, 1.91504, 86.8125, 7.38672, 24.2656, 24.4531, 0.687988, 12, 16, 16, 22, 12, 8, 29, 13, 16, 18, 21, -0.39624, 0.59668, 0.788574, Square
-0.0698853, -0.0225983, 0.973633, 0.103638, 0.170166, 0.0512695, 0.0326233, 0.0952148, 0.539551, 0.295654, 3.03906, 2.15625, 84.5625, 8.32031, 46.0625, 24.1875, 0.694824, 14, 20, 18, 18, 10, 22, 30, 17, 17, 19, 19, -0.503418, 0.347412, 0.852539, Square
-0.109985, -0.0610046, 0.980957, 0.131836, -0.145142, -0.124634, 0.0639038, 0.074707, 0.471436, 0.333008, 6.16016, 3.16992, 84.0625, 15.4922, 39.9063, 28.2656, 0.779297, 4, 14, 18, 18, 10, 4, 28, 21, 11, 16, 19, -0.507813, 0.471924, 0.586426, Square
-0.0858765, -0.0444031, 0.961426, 0.0769043, -0.0615845, -0.0439148, 0.0444336, 0.0581055, 0.385742, 0.203369, 4.19922, 1.65527, 79.625, 7.66797, 31.5938, 16.6406, 0.654785, 8, 10, 18, 18, 10, 12, 37, 26, 14, 15, 23, -0.473145, 0.501465, 0.685059, Square
-0.0028553, -0.120117, 1.00293, -0.022995, -0.154541, -0.0809326, 0.029892, 0.0615234, 0.403564, 0.248535, 2.42383, 3.97852, 86.5, 13.0156, 34.6563, 20.6719, 0.750488, 6, 14, 20, 18, 12, 4, 20, 15, 16, 21, 23, -0.441406, 0.41748, 0.708984, Square
0.0323486, -0.129883, 0.98291, 0.0792847, 0.0138931, 0.00836945, 0.0577698, 0.0512695, 0.366943, 0.30127, 4.76563, 4.35547, 82.5, 7.75, 29.7656, 24.4219, 0.795898, 4, 12, 18, 16, 10, 10, 32, 13, 10, 18, 16, -0.441895, 0.47998, 0.944824, Square
0.0547791, -0.128418, 0.986816, 0.0801392, -0.0124359, 0.106506, 0.0433655, 0.0625, 0.457764, 0.33374, 3.75781, 4.21094, 84, 15.4063, 37.125, 27.9688, 0.769043, 4, 14, 24, 18, 18, 8, 26, 14, 18, 19, 17, -0.352051, 0.373779, 0.893555, Square
-0.0053215, -0.0980225, 1.02344, 0.0949097, 0.105225, 0.0718384, 0.0320129, 0.078125, 0.483154, 0.317627, 2.59766, 4.16406, 91.25, 7.69141, 40.0625, 26.1563, 0.666992, 18, 12, 20, 14, 22, 8, 29, 17, 14, 24, 14, -0.420166, 0.406006, 0.868164, Square
0.0210419, -0.051239, 0.927734, 0.127197, -0.00908661, -0.000325203, 0.0847168, 0.0576172, 0.643066, 0.291748, 6.90234, 3.52539, 74.4375, 14.8516, 52.125, 23.6406, 0.855469, 4, 12, 14, 24, 10, 6, 21, 11, 13, 20, 16, -0.467041, 0.409424, 0.868652, Square
-0.0716553, -0.0627441, 0.998535, 0.0696411, -0.0643311, -0.0917358, 0.0348206, 0.0664063, 0.300537, 0.355713, 3.23828, 3.4668, 86.1875, 6.87891, 24.7031, 29.5, 0.619629, 16, 14, 18, 10, 16, 8, 27, 15, 20, 20, 18, -0.420654, 0.481689, 0.899902, Square
0.00652313, -0.0605164, 0.962402, 0.00111103, -0.101379, -0.0762939, 0.0369568, 0.0605469, 0.405029, 0.298096, 2.99805, 2.66602, 80, 8.10156, 33.6563, 24.6406, 0.749023, 10, 12, 16, 22, 16, 4, 25, 16, 14, 21, 17, -0.432617, 0.452148, 0.850098, Square
0.0341492, -0.0880737, 1.02734, 0.0429077, -0.0454712, 0.0465393, 0.0422058, 0.0888672, 0.388672, 0.200806, 3.51563, 2.8418, 92.75, 5.98438, 31.6563, 16.4531, 0.727051, 4, 20, 18, 28, 18, 14, 29, 29, 17, 21, 21, -0.4021, 0.391846, 0.950684, Square
0.0724487, -0.109863, 0.975586, 0.0501709, 0.00928497, 0.0120544, 0.0402527, 0.0541992, 0.382813, 0.259766, 3.6875, 3.89063, 81.5, 4.57813, 31.0313, 21.0781, 0.688477, 4, 18, 18, 30, 12, 8, 23, 15, 19, 21, 15, -0.32373, 0.477295, 0.927246, Square
0.00894928, 0.00728989, 0.999512, -0.00249672, 0.0271759, 0.016037, 0.00556564, 0.000488281, 0.09375, 0.107483, 0.457764, 0.37085, 81, 2.42188, 7.66016, 8.73438, 0.358154, 12, 8, 0, 28, 30, 16, 19, 26, 30, 23, 16, -0.194458, 0.805176, 0.760254, Square
0.020874, -0.0270386, 1.00293, -0.0129395, -0.00336647, 0.0383911, 0.00168514, 0.00878906, 0.0226288, 0.0310822, 0.171997, 0.321289, 82.25, 1.17773, 1.83594, 2.63867, 0.196167, 16, 12, 30, 22, 24, 16, 34, 15, 41, 13, 10, -0.0463867, 0.957031, 0.432861, Square
-0.0639038, -0.0149002, 1.00195, 0.0766602, 0.105652, 0.0825806, 0.018692, 0.0175781, 0.165161, 0.1875, 1.84668, 1.07227, 82.8125, 3.92969, 14.2891, 15.75, 0.525391, 10, 8, 12, 24, 10, 12, 19, 19, 27, 24, 16, -0.391113, 0.627441, 1.05859, Square
-0.180786, -0.0474243, 0.966309, 0.03302, -0.0645142, -0.0451355, 0.026062, 0.0341797, 0.298096, 0.195679, 4.76172, 1.53125, 78.4375, 6.61719, 24.5, 16.0313, 0.554199, 8, 8, 14, 10, 12, 8, 17, 20, 11, 6, 10, -0.485352, 0.545898, 0.679688, Square
-0.0789185, -0.0630493, 1.0127, 0.0286713, -0.081604, 0.0186157, 0.0166321, 0.0341797, 0.2146, 0.167969, 1.85254, 1.37109, 85.875, 6.64844, 17.9375, 13.6484, 0.470459, 4, 16, 10, 20, 10, 8, 24, 14, 16, 15, 16, -0.339111, 0.599121, 0.59082, Square
-0.0461121, -0.0586853, 0.988281, 0.0698242, -0.041687, 0.100037, 0.050354, 0.0361328, 0.355225, 0.260254, 4.25391, 1.65918, 82.0625, 10.4141, 28.9375, 21.9063, 0.758301, 4, 10, 18, 12, 8, 4, 21, 12, 14, 18, 13, -0.503418, 0.604004, 0.901855, Square
-0.0588074, -0.0352783, 1.02246, 0.112305, 0.0387268, 0.0667725, 0.0329895, 0.0341797, 0.265869, 0.2771, 2.95313, 1.40527, 87.5625, 5.09375, 21.6719, 22.8125, 0.572754, 4, 12, 10, 18, 8, 4, 18, 11, 15, 12, 14, -0.359863, 0.683105, 0.692871, Square
-0.085022, -0.0139771, 0.957031, 0.103516, 0.141724, 0.0330811, 0.0307617, 0.0654297, 0.4375, 0.260498, 3.08008, 1.82422, 79.5625, 5.17188, 37.0938, 21.1875, 0.633301, 6, 8, 16, 16, 10, 10, 28, 12, 9, 16, 8, -0.472656, 0.442139, 0.780762, Square
-0.107056, -0.0742188, 0.983887, 0.125732, -0.13855, -0.132568, 0.0566711, 0.0532227, 0.392334, 0.301514, 5.51953, 2.32031, 82.8125, 10.6484, 33.375, 25.875, 0.725098, 4, 10, 12, 12, 12, 4, 23, 14, 11, 9, 17, -0.483643, 0.572754, 0.56543, Square
-0.0758667, -0.0434265, 0.959961, 0.0507507, -0.0873413, -0.0324097, 0.0392761, 0.0375977, 0.337402, 0.177612, 3.65234, 1.41504, 77.75, 6.84375, 27.9531, 14.4844, 0.603027, 6, 4, 8, 14, 10, 12, 18, 19, 11, 13, 12, -0.42627, 0.605469, 0.588867, Square
0.00393295, -0.119873, 1.01563, -0.00128651, -0.12384, -0.0796509, 0.0281219, 0.0332031, 0.304688, 0.221924, 2.28125, 3.22656, 86.25, 7.84375, 25.9531, 18.5, 0.693359, 4, 8, 14, 12, 8, 4, 20, 11, 15, 20, 16, -0.396484, 0.552246, 0.635742, Square
0.0300751, -0.135132, 0.979004, 0.0817261, 0.0182343, 0.0210114, 0.052002, 0.0332031, 0.28833, 0.261963, 4.28906, 3.86133, 80.375, 5.50391, 23.3906, 21.2656, 0.711426, 4, 12, 14, 14, 6, 10, 17, 9, 8, 17, 14, -0.39917, 0.593262, 0.830566, Square
0.0511169, -0.121826, 0.991699, 0.0745239, -0.0253754, 0.0997314, 0.0369568, 0.0371094, 0.331055, 0.295166, 3.20898, 3.26563, 82.75, 11.5313, 26.8906, 24.7344, 0.63916, 4, 14, 14, 12, 14, 4, 18, 12, 11, 14, 17, -0.317871, 0.577148, 0.79834, Square
-0.0137787, -0.0939941, 1.00977, 0.0985718, 0.127197, 0.0726318, 0.0274353, 0.0488281, 0.40332, 0.274414, 2.23828, 3.20117, 86.5625, 5.39844, 34, 22.6875, 0.520996, 10, 12, 14, 10, 14, 4, 30, 13, 13, 22, 14, -0.331299, 0.591797, 0.822266, Square
0.023941, -0.0482178, 0.937012, 0.138672, -0.0426636, -0.026474, 0.0769653, 0.0351563, 0.499268, 0.270264, 6.28125, 2.8457, 74, 9.75781, 40.625, 21.9688, 0.791992, 4, 12, 12, 16, 10, 6, 11, 13, 15, 16, 10, -0.422119, 0.536621, 0.801758, Square
-0.0745239, -0.0697632, 0.994629, 0.0585938, -0.0545959, -0.0822754, 0.0313721, 0.0439453, 0.232666, 0.313232, 2.99219, 2.61133, 83.75, 4.48438, 19.0938, 25.9375, 0.546387, 8, 14, 14, 10, 8, 12, 22, 11, 17, 20, 13, -0.379395, 0.550781, 0.769043, Square
0.0177765, -0.0623474, 0.975586, 0.00176811, -0.113708, -0.0664673, 0.0298004, 0.0390625, 0.333252, 0.260742, 2.44141, 2.11914, 80.3125, 4.99609, 28.0625, 21.4844, 0.650391, 10, 12, 18, 20, 4, 4, 16, 17, 9, 17, 16, -0.389893, 0.592285, 0.663086, Square
0.0336609, -0.0869141, 1.0166, 0.0389404, -0.0221863, 0.0491943, 0.0384827, 0.0566406, 0.286865, 0.168579, 3.21094, 1.98633, 88.3125, 2.4375, 23.2969, 13.8672, 0.600098, 4, 16, 16, 18, 10, 14, 25, 14, 15, 19, 15, -0.321777, 0.519043, 0.795898, Square
0.0745239, -0.111633, 0.979004, 0.0474854, -0.00530243, 0.0256195, 0.0357666, 0.0322266, 0.293701, 0.229004, 3.34961, 2.98047, 80.3125, 1.97461, 23.8125, 18.6094, 0.598633, 4, 12, 18, 24, 10, 8, 21, 11, 13, 18, 17, -0.29541, 0.619141, 0.728516, Square
0.0129776, 0.00656509, 0.995605, 0.00466537, 0.0288849, -0.00594711, 0.00222206, 0.00830078, 0.014946, 0.0383606, 0.193726, 0.244507, 81, 0.604004, 1.27832, 3.11133, 0.193115, 8, 8, 0, 24, 24, 8, 20, 25, 47, 23, 17, -0.0949097, 0.91748, 0.312256, Square
0.0166168, -0.0257874, 1.00293, -0.0161591, -0.00594711, 0.0393372, 0.000798702, 0.00683594, 0.0076828, 0.0144577, 0.0870972, 0.121887, 82.125, 0.277344, 0.625488, 1.29688, 0.126587, 8, 4, 18, 10, 18, 8, 34, 13, 45, 24, 13, -0.0406189, 0.987305, 0.291016, Square
-0.0789795, -0.0199127, 0.993164, 0.0784912, 0.0891113, 0.0492859, 0.0176239, 0.0136719, 0.105957, 0.168457, 1.93457, 0.526367, 81.0625, 2.375, 9.23438, 13.8516, 0.424805, 6, 8, 8, 12, 6, 4, 9, 17, 29, 27, 11, -0.344971, 0.811035, 0.759766, Square
-0.1698, -0.0474243, 0.978516, 0.00782776, -0.0844727, -0.0177002, 0.0206604, 0.0126953, 0.204712, 0.132813, 4.01172, 1.00781, 78.625, 3.7168, 17.1719, 10.7969, 0.455811, 6, 4, 6, 10, 8, 4, 10, 12, 11, 7, 8, -0.408447, 0.748535, 0.547852, Square
-0.0715332, -0.0639038, 1.00977, 0.0400085, -0.0456543, 0.0483398, 0.0141449, 0.0117188, 0.114563, 0.139038, 1.56055, 0.958496, 83.625, 2.44336, 9.45313, 11.4609, 0.398682, 4, 4, 4, 12, 6, 6, 12, 13, 10, 18, 14, -0.30957, 0.830078, 0.471924, Square
-0.0439453, -0.0546875, 0.996094, 0.0943604, -0.0312805, 0.0936279, 0.0440063, 0.015625, 0.259521, 0.197021, 3.72266, 0.978027, 81.6875, 4.21094, 21.125, 16.6875, 0.657227, 4, 6, 8, 10, 4, 4, 17, 9, 12, 14, 13, -0.425781, 0.774902, 0.584961, Square
-0.0665894, -0.027832, 1.00391, 0.114502, 0.0799561, 0.0566711, 0.0255737, 0.015625, 0.212646, 0.217163, 2.43164, 0.875, 82.9375, 2.99219, 17.75, 17.8594, 0.465088, 6, 4, 10, 8, 8, 4, 22, 11, 7, 13, 8, -0.319092, 0.814453, 0.595215, Square
-0.106201, -0.0120316, 0.961426, 0.122131, 0.0632935, -0.0224915, 0.0284882, 0.0263672, 0.237671, 0.213135, 3.22266, 1.02734, 77.0625, 4.11719, 19.5938, 17.3125, 0.590332, 4, 8, 8, 8, 6, 6, 18, 15, 11, 20, 8, -0.467285, 0.709961, 0.511719, Square
-0.0965576, -0.086792, 0.973633, 0.0863037, -0.128052, -0.0996704, 0.0422974, 0.0185547, 0.25, 0.204224, 4.18359, 1.57031, 78.3125, 4.0625, 21.5938, 17.3594, 0.650879, 4, 6, 8, 18, 4, 4, 19, 17, 7, 12, 11, -0.471436, 0.742676, 0.490479, Square
-0.0586853, -0.0483398, 0.981445, 0.0369568, -0.112549, -0.0265045, 0.0304565, 0.0141602, 0.236694, 0.141724, 2.74805, 1.16699, 79.25, 4.47266, 20.2188, 11.5469, 0.52002, 6, 4, 4, 12, 4, 4, 14, 13, 11, 13, 14, -0.369629, 0.783203, 0.482666, Square
0.0124588, -0.121643, 1.00195, 0.0189819, -0.0739746, -0.0772095, 0.0243988, 0.0166016, 0.156494, 0.172974, 1.99023, 2.43945, 82.6875, 3.57422, 13.1328, 14.5078, 0.562988, 4, 8, 8, 8, 6, 4, 18, 7, 9, 14, 12, -0.282715, 0.778809, 0.480469, Square
0.0263062, -0.135742, 0.978516, 0.0760498, 0.00478745, 0.0518494, 0.0418091, 0.0131836, 0.189819, 0.193237, 3.44531, 2.77539, 78.6875, 3.08398, 15.3906, 15.8828, 0.620117, 4, 8, 14, 14, 4, 6, 13, 14, 8, 16, 10, -0.330322, 0.740234, 0.608887, Square
0.0470276, -0.11499, 1.00586, 0.0878296, 0.00603104, 0.0976563, 0.02742, 0.0136719, 0.189453, 0.218506, 2.40234, 2.04102, 83.125, 5.60156, 15.3594, 18.4844, 0.549316, 4, 6, 12, 12, 10, 4, 12, 11, 8, 13, 13, -0.281738, 0.775391, 0.605957, Square
-0.0385132, -0.0803833, 0.987793, 0.092041, 0.109497, 0.0453491, 0.0232849, 0.00976563, 0.246826, 0.19397, 2.00781, 1.96875, 79.875, 3.01758, 20.9688, 15.8906, 0.452148, 6, 4, 8, 10, 12, 6, 12, 13, 10, 19, 12, -0.308838, 0.771484, 0.55957, Square
0.0328064, -0.0563965, 0.949707, 0.144409, -0.0715332, -0.0728149, 0.0597839, 0.0141602, 0.27832, 0.229126, 4.93359, 1.72461, 74.25, 5.375, 22.9688, 19, 0.680664, 4, 8, 12, 8, 6, 4, 11, 9, 10, 13, 9, -0.365723, 0.731445, 0.540039, Square
