@relation 'MLC'

@attribute F1_ENERGY_on_ACC_X numeric
@attribute F2_ENERGY_on_ACC_Y numeric
@attribute F3_ENERGY_on_ACC_Z numeric
@attribute F4_ENERGY_on_GY_X numeric
@attribute F5_ENERGY_on_GY_Y numeric
@attribute F6_ENERGY_on_GY_Z numeric
@attribute F7_ZeroCross_on_ACC_X numeric
@attribute F8_ZeroCross_on_ACC_Y numeric
@attribute F9_ZeroCross_on_ACC_Z numeric
@attribute F10_ZeroCross_on_GY_X numeric
@attribute F11_ZeroCross_on_GY_Y numeric
@attribute F12_ZeroCross_on_GY_Z numeric
@attribute F13_PositiveZeroCross_on_ACC_X numeric
@attribute F14_PositiveZeroCross_on_ACC_Y numeric
@attribute F15_PositiveZeroCross_on_ACC_Z numeric
@attribute F16_PositiveZeroCross_on_GY_X numeric
@attribute F17_PositiveZeroCross_on_GY_Y numeric
@attribute F18_PositiveZeroCross_on_GY_Z numeric
@attribute F19_NegativeZeroCross_on_ACC_X numeric
@attribute F20_NegativeZeroCross_on_ACC_Y numeric
@attribute F21_NegativeZeroCross_on_ACC_Z numeric
@attribute F22_NegativeZeroCross_on_GY_X numeric
@attribute F23_NegativeZeroCross_on_GY_Y numeric
@attribute F24_NegativeZeroCross_on_GY_Z numeric
@attribute F25_PeaKDet_on_ACC_X numeric
@attribute F26_PeaKDet_on_ACC_Y numeric
@attribute F27_PeaKDet_on_ACC_Z numeric
@attribute F28_PeaKDet_on_GY_X numeric
@attribute F29_PeaKDet_on_GY_Y numeric
@attribute F30_PeaKDet_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
0.930664, 0.516113, 79.75, 0.343262, 12.6797, 6.80859, 4, 8, 8, 6, 12, 6, 2, 4, 4, 2, 6, 2, 2, 4, 4, 4, 6, 4, 14, 14, 25, 23, 24, 9, Triangle
1.26074, 1.5957, 87.1875, 1.48438, 22.4063, 6.3125, 8, 4, 4, 8, 14, 6, 4, 2, 2, 4, 8, 4, 4, 2, 2, 4, 6, 2, 8, 11, 11, 27, 10, 12, Triangle
1.85352, 0.999023, 84.75, 1.27637, 21.8594, 7.34375, 4, 10, 10, 14, 12, 6, 2, 6, 6, 8, 6, 2, 2, 4, 4, 6, 6, 4, 22, 13, 11, 20, 13, 11, Triangle
2.2832, 1.10645, 79.25, 3.98438, 31.2188, 3.79688, 6, 8, 10, 8, 8, 4, 2, 4, 4, 4, 4, 2, 4, 4, 6, 4, 4, 2, 9, 7, 7, 13, 7, 17, Triangle
2.32813, 1.22266, 78.75, 1.70898, 33.4688, 3.73633, 6, 10, 6, 14, 10, 8, 4, 4, 4, 6, 4, 4, 2, 6, 2, 8, 6, 4, 17, 13, 9, 22, 11, 20, Triangle
2.17188, 1.65137, 84.6875, 3.38867, 23.2969, 5.62891, 4, 8, 4, 6, 6, 6, 2, 4, 2, 4, 4, 4, 2, 4, 2, 2, 2, 2, 13, 9, 12, 18, 10, 20, Triangle
1.31738, 1.19824, 86.875, 4.19531, 24.375, 3.81055, 6, 8, 10, 12, 4, 8, 2, 4, 6, 6, 2, 4, 4, 4, 4, 6, 2, 4, 14, 11, 9, 19, 15, 18, Triangle
2.00195, 2.15625, 74.25, 2.70898, 29.0625, 8.875, 6, 8, 8, 10, 6, 6, 4, 4, 4, 4, 2, 2, 2, 4, 4, 6, 4, 4, 17, 14, 11, 13, 15, 11, Triangle
2.76367, 2.11523, 85.25, 4.58984, 30.2344, 5.47266, 4, 6, 4, 4, 6, 6, 2, 4, 2, 2, 4, 4, 2, 2, 2, 2, 2, 2, 17, 11, 14, 17, 10, 12, Triangle
2.35547, 1.38672, 75.9375, 6.6875, 49.0938, 4.77344, 6, 8, 10, 4, 6, 6, 2, 4, 4, 2, 2, 2, 4, 4, 6, 2, 4, 4, 15, 9, 8, 19, 6, 11, Triangle
2.25586, 2.20117, 85.625, 2.26758, 36.6563, 8.74219, 6, 10, 4, 4, 8, 6, 4, 4, 2, 2, 4, 4, 2, 6, 2, 2, 4, 2, 9, 7, 12, 19, 12, 15, Triangle
2.84375, 1.26855, 75.875, 5.98438, 48.75, 5.57422, 6, 4, 8, 6, 6, 6, 2, 2, 4, 2, 2, 2, 4, 2, 4, 4, 4, 4, 7, 9, 6, 13, 8, 14, Triangle
3.04102, 1.86523, 83.0625, 3.11914, 36.8125, 5.80078, 4, 10, 4, 4, 8, 6, 2, 4, 2, 2, 4, 4, 2, 6, 2, 2, 4, 2, 13, 9, 8, 20, 7, 15, Triangle
2.5918, 0.851074, 83.1875, 3.78711, 42.4375, 5.54297, 6, 10, 8, 8, 4, 6, 2, 6, 4, 4, 2, 2, 4, 4, 4, 4, 2, 4, 8, 12, 5, 18, 8, 7, Triangle
3.71289, 1.38672, 74.75, 2.87109, 53.0313, 6.25391, 6, 10, 10, 10, 10, 4, 4, 4, 6, 4, 4, 2, 2, 6, 4, 6, 6, 2, 5, 5, 6, 12, 5, 9, Triangle
2.56445, 1.77246, 82.6875, 1.68945, 26.75, 5.01172, 4, 10, 4, 4, 6, 12, 2, 6, 2, 2, 4, 6, 2, 4, 2, 2, 2, 6, 9, 10, 9, 17, 8, 17, Triangle
3.04297, 1.3291, 76.8125, 4.1875, 38.5313, 3.79102, 6, 8, 6, 6, 10, 6, 2, 4, 2, 4, 4, 2, 4, 4, 4, 2, 6, 4, 11, 11, 6, 15, 7, 12, Triangle
1.66113, 1.0332, 81.4375, 12.0313, 33.3438, 17.9531, 24, 28, 0, 48, 58, 42, 12, 14, 0, 24, 30, 22, 12, 14, 0, 24, 28, 20, 39, 44, 53, 41, 39, 32, Triangle
0.767578, 0.481201, 80.875, 3.88281, 14.6563, 8.39063, 26, 22, 70, 26, 46, 22, 12, 12, 34, 12, 22, 10, 14, 10, 36, 14, 24, 12, 48, 47, 48, 41, 41, 28, Triangle
2.72461, 1.99805, 83.0625, 6.02344, 42.2188, 19.5625, 16, 30, 32, 42, 30, 30, 8, 14, 16, 22, 16, 16, 8, 16, 16, 20, 14, 14, 45, 42, 44, 39, 38, 40, Triangle
2.60352, 1.87305, 84.25, 5.87109, 38.1875, 16.0313, 52, 22, 26, 42, 30, 36, 26, 12, 14, 20, 14, 18, 26, 10, 12, 22, 16, 18, 54, 39, 51, 43, 37, 41, Triangle
3.04297, 2.29883, 89.875, 4.86328, 69.5, 7.89063, 50, 22, 26, 42, 22, 34, 24, 10, 12, 22, 12, 16, 26, 12, 14, 20, 10, 18, 54, 38, 43, 37, 39, 45, Triangle
5.375, 2.19531, 75.9375, 10.3203, 75.75, 11.4453, 10, 28, 30, 38, 14, 20, 6, 14, 16, 18, 6, 10, 4, 14, 14, 20, 8, 10, 48, 48, 35, 38, 37, 39, Triangle
3.43945, 4.25391, 86.4375, 9.125, 40.1875, 14.6094, 8, 16, 12, 40, 24, 22, 4, 8, 6, 20, 12, 12, 4, 8, 6, 20, 12, 10, 55, 48, 39, 35, 39, 37, Triangle
3.41406, 3.66992, 89.4375, 5.4375, 53.375, 13.9141, 42, 26, 20, 50, 34, 36, 20, 12, 10, 26, 18, 18, 22, 14, 10, 24, 16, 18, 48, 43, 41, 39, 41, 34, Triangle
5.70703, 1.70215, 75, 6.71875, 53.3125, 10.3984, 10, 38, 18, 50, 22, 32, 4, 20, 8, 24, 10, 16, 6, 18, 10, 26, 12, 16, 48, 47, 43, 41, 39, 45, Triangle
3.78711, 2.86133, 81.125, 9.99219, 48.5938, 12.7344, 26, 30, 14, 32, 36, 38, 14, 14, 8, 16, 18, 18, 12, 16, 6, 16, 18, 20, 59, 43, 45, 37, 40, 40, Triangle
4.75781, 4.51563, 85.3125, 5.92578, 46.375, 18.0625, 20, 30, 20, 38, 36, 38, 10, 16, 10, 20, 18, 20, 10, 14, 10, 18, 18, 18, 54, 45, 32, 42, 44, 33, Triangle
3.87891, 2.78125, 86.9375, 10.6016, 42.9688, 12.8438, 12, 40, 36, 40, 28, 30, 6, 20, 18, 20, 14, 14, 6, 20, 18, 20, 14, 16, 49, 46, 39, 36, 48, 37, Triangle
5.97266, 2.86914, 77.3125, 9.3125, 71.875, 17.9844, 22, 18, 22, 28, 16, 36, 10, 10, 10, 14, 8, 18, 12, 8, 12, 14, 8, 18, 51, 37, 46, 36, 36, 40, Triangle
4.38672, 2.27148, 82.875, 11.4688, 58.5625, 12.75, 26, 22, 26, 34, 20, 28, 14, 10, 14, 16, 10, 14, 12, 12, 12, 18, 10, 14, 49, 54, 46, 42, 43, 45, Triangle
3.64844, 3.86719, 84.75, 5.67188, 40.2813, 10.7031, 24, 22, 28, 36, 28, 26, 12, 12, 14, 18, 14, 14, 12, 10, 14, 18, 14, 12, 54, 47, 43, 39, 41, 38, Triangle
3.61719, 2.80078, 84.9375, 8.85938, 40.125, 8.58594, 22, 28, 30, 28, 30, 34, 12, 14, 14, 14, 16, 16, 10, 14, 16, 14, 14, 18, 49, 51, 42, 36, 46, 43, Triangle
3.34961, 3.64844, 84.625, 6.73047, 45.8438, 7.67188, 34, 18, 34, 38, 36, 42, 16, 8, 16, 20, 18, 22, 18, 10, 18, 18, 18, 20, 53, 45, 51, 43, 44, 39, Triangle
5.12891, 3.37109, 74.875, 6.11328, 51.9688, 12.6641, 22, 18, 18, 40, 14, 34, 12, 10, 10, 20, 6, 16, 10, 8, 8, 20, 8, 18, 49, 44, 37, 36, 34, 44, Triangle
3.98047, 3.96094, 86.1875, 6.67578, 52.2813, 8.96875, 4, 30, 12, 34, 32, 34, 2, 14, 6, 16, 16, 18, 2, 16, 6, 18, 16, 16, 48, 47, 48, 39, 46, 44, Triangle
1.21777, 0.585449, 80.375, 3.03711, 13.1563, 12.9531, 18, 8, 0, 38, 30, 18, 8, 4, 0, 20, 16, 10, 10, 4, 0, 18, 14, 8, 21, 24, 37, 28, 26, 17, Triangle
0.512695, 0.393066, 79.875, 2.90625, 8.34375, 6.1875, 10, 10, 32, 18, 22, 14, 6, 6, 16, 8, 10, 6, 4, 4, 16, 10, 12, 8, 27, 29, 37, 18, 21, 16, Triangle
2.47461, 1.57813, 82.625, 3.26563, 36.9375, 17.3906, 12, 22, 16, 22, 14, 8, 6, 10, 8, 12, 8, 4, 6, 12, 8, 10, 6, 4, 19, 26, 15, 24, 16, 20, Triangle
2.14063, 1.54492, 83.9375, 3.07031, 30.5625, 12.8516, 8, 14, 14, 26, 14, 12, 4, 8, 8, 12, 6, 6, 4, 6, 6, 14, 8, 6, 35, 21, 25, 23, 18, 23, Triangle
2.64258, 1.97266, 87.5625, 2.43945, 62.5313, 5.99609, 10, 18, 14, 38, 10, 14, 4, 8, 6, 20, 6, 6, 6, 10, 8, 18, 4, 8, 39, 14, 11, 20, 19, 31, Triangle
4.67578, 1.87305, 77.6875, 6.09766, 67.5, 10.2422, 6, 12, 14, 18, 10, 10, 4, 6, 8, 8, 4, 4, 2, 6, 6, 10, 6, 6, 27, 19, 13, 21, 15, 26, Triangle
2.88672, 3.9707, 84.6875, 5.46484, 35.0313, 10.9922, 4, 10, 12, 20, 10, 10, 2, 6, 6, 10, 6, 6, 2, 4, 6, 10, 4, 4, 31, 15, 18, 22, 19, 21, Triangle
2.9707, 3.26172, 88.125, 3.39844, 52.9063, 11.2266, 14, 14, 10, 28, 20, 24, 6, 6, 4, 14, 10, 12, 8, 8, 6, 14, 10, 12, 30, 24, 15, 26, 18, 18, Triangle
5.23828, 1.4043, 74.1875, 4.15625, 44.8125, 8.1875, 8, 14, 12, 20, 18, 22, 4, 8, 6, 10, 8, 10, 4, 6, 6, 10, 10, 12, 23, 22, 15, 25, 24, 24, Triangle
3.08594, 2.66016, 82.625, 7.12109, 44.0938, 10.3906, 10, 10, 10, 18, 20, 4, 6, 4, 6, 8, 10, 2, 4, 6, 4, 10, 10, 2, 32, 23, 18, 18, 25, 26, Triangle
4.32422, 4.03906, 83.6875, 2.75977, 36.9375, 13.4375, 4, 14, 16, 20, 22, 14, 2, 8, 8, 10, 12, 8, 2, 6, 8, 10, 10, 6, 31, 19, 16, 18, 28, 21, Triangle
3.67773, 2.41602, 87.625, 6.77734, 36.25, 9.32813, 8, 12, 16, 26, 14, 20, 4, 6, 8, 14, 8, 10, 4, 6, 8, 12, 6, 10, 27, 20, 21, 20, 20, 22, Triangle
5.23047, 2.61328, 74.3125, 5.5, 64.25, 13.8281, 6, 12, 10, 28, 10, 18, 2, 6, 4, 14, 4, 8, 4, 6, 6, 14, 6, 10, 26, 18, 16, 24, 15, 21, Triangle
3.66016, 1.95996, 84, 6.19531, 49.9063, 10.6797, 6, 18, 6, 22, 4, 16, 4, 8, 4, 10, 2, 8, 2, 10, 2, 12, 2, 8, 27, 23, 24, 28, 19, 23, Triangle
3.01172, 3.37891, 83.8125, 3.96289, 34.8438, 7.84375, 12, 8, 12, 24, 10, 14, 6, 4, 6, 12, 4, 8, 6, 4, 6, 12, 6, 6, 38, 25, 19, 21, 21, 23, Triangle
3.23047, 2.53516, 85.1875, 4.49219, 35.625, 6.66797, 4, 14, 20, 24, 10, 14, 2, 6, 10, 12, 6, 6, 2, 8, 10, 12, 4, 8, 35, 23, 26, 18, 25, 21, Triangle
3.08789, 3.4082, 81.4375, 5.00781, 43.75, 5.80078, 6, 10, 12, 14, 16, 18, 2, 6, 6, 8, 8, 10, 4, 4, 6, 6, 8, 8, 21, 15, 15, 18, 33, 25, Triangle
4.53516, 3.0918, 76, 3.56641, 49.7188, 9.14844, 6, 8, 10, 14, 14, 18, 4, 4, 6, 6, 6, 8, 2, 4, 4, 8, 8, 10, 23, 20, 9, 22, 16, 23, Triangle
3.64258, 3.8457, 85.1875, 3.875, 40.4375, 6.44531, 4, 8, 12, 18, 24, 14, 2, 4, 6, 10, 12, 8, 2, 4, 6, 8, 12, 6, 24, 24, 18, 24, 20, 24, Triangle
0.894531, 0.453613, 80.3125, 1.14941, 5.74609, 8.71875, 14, 4, 0, 14, 30, 14, 6, 2, 0, 8, 16, 8, 8, 2, 0, 6, 14, 6, 19, 24, 35, 26, 27, 12, Triangle
0.448975, 0.351563, 79.6875, 2.19336, 4.66016, 4.30078, 6, 6, 22, 10, 20, 10, 4, 4, 10, 4, 10, 4, 2, 2, 12, 6, 10, 6, 30, 20, 43, 20, 25, 12, Triangle
2.18945, 1.22559, 82.125, 1.6416, 30.6875, 16.2344, 4, 10, 14, 16, 14, 8, 2, 4, 8, 8, 8, 4, 2, 6, 6, 8, 6, 4, 15, 16, 12, 18, 9, 21, Triangle
1.90039, 1.21582, 84, 1.73047, 25.1719, 10.8203, 4, 14, 8, 14, 14, 8, 2, 8, 4, 6, 6, 4, 2, 6, 4, 8, 8, 4, 26, 15, 18, 29, 21, 19, Triangle
2.67773, 1.60254, 84.5625, 1.13379, 53.3438, 4.96484, 6, 10, 14, 18, 10, 6, 2, 4, 6, 10, 6, 2, 4, 6, 8, 8, 4, 4, 23, 13, 9, 26, 15, 25, Triangle
3.76367, 1.64063, 79.5, 3.46875, 56.7188, 9.0625, 6, 12, 14, 14, 10, 4, 4, 6, 8, 6, 4, 2, 2, 6, 6, 8, 6, 2, 16, 9, 14, 15, 11, 22, Triangle
2.57031, 3.49414, 82.5, 2.94141, 30.5313, 9.64063, 4, 10, 12, 16, 8, 6, 2, 6, 6, 8, 4, 4, 2, 4, 6, 8, 4, 2, 20, 15, 10, 18, 12, 17, Triangle
2.73242, 2.72461, 85.625, 2.08789, 48.875, 8.85156, 10, 10, 10, 10, 16, 8, 4, 4, 4, 6, 8, 4, 6, 6, 6, 4, 8, 4, 18, 14, 10, 21, 13, 14, Triangle
4.78906, 1.13867, 74, 2.53516, 36.2813, 6.99219, 4, 10, 12, 12, 10, 14, 2, 6, 6, 6, 4, 6, 2, 4, 6, 6, 6, 8, 23, 10, 11, 21, 12, 22, Triangle
2.67773, 2.4668, 84.625, 4.16406, 38.9375, 9.21094, 6, 10, 6, 18, 12, 4, 4, 4, 4, 8, 6, 2, 2, 6, 2, 10, 6, 2, 10, 9, 7, 15, 19, 19, Triangle
4.05859, 3.54297, 81.5625, 1.37207, 31.8438, 10.8438, 4, 10, 12, 20, 22, 10, 2, 6, 6, 10, 12, 6, 2, 4, 6, 10, 10, 4, 19, 15, 10, 22, 14, 17, Triangle
3.52734, 2.14648, 87, 3.67773, 33.3438, 7.19531, 4, 8, 8, 24, 12, 10, 2, 4, 4, 12, 6, 4, 2, 4, 4, 12, 6, 6, 18, 19, 12, 20, 14, 19, Triangle
4.67188, 2.32422, 71.875, 3.08594, 53.8125, 11.5547, 6, 10, 10, 18, 6, 6, 2, 6, 4, 10, 2, 2, 4, 4, 6, 8, 4, 4, 15, 11, 13, 18, 9, 19, Triangle
3.14648, 1.74414, 84.875, 3.37695, 42.75, 8.91406, 6, 10, 6, 22, 8, 8, 4, 4, 4, 10, 4, 4, 2, 6, 2, 12, 4, 4, 19, 15, 9, 20, 15, 13, Triangle
2.6875, 3.05859, 82.5625, 2.07422, 29.6406, 6.9375, 8, 8, 12, 16, 10, 10, 4, 4, 6, 8, 4, 6, 4, 4, 6, 8, 6, 4, 26, 17, 10, 26, 17, 14, Triangle
2.91406, 2.4043, 85.6875, 2.38086, 31.5625, 5.17969, 4, 10, 8, 16, 10, 12, 2, 4, 4, 8, 6, 6, 2, 6, 4, 8, 4, 6, 23, 11, 18, 12, 13, 16, Triangle
3.00781, 3.05859, 77.5, 3.33594, 39.1563, 4.97266, 6, 10, 12, 14, 4, 12, 2, 6, 4, 8, 2, 6, 4, 4, 8, 6, 2, 6, 15, 7, 10, 15, 13, 14, Triangle
3.86133, 2.79883, 78.25, 2.65625, 45.4063, 7.75781, 6, 10, 10, 10, 10, 6, 4, 4, 6, 4, 4, 2, 2, 6, 4, 6, 6, 4, 17, 13, 11, 23, 5, 20, Triangle
3.4082, 3.67578, 83, 2.45508, 32.2813, 5.36719, 4, 8, 2, 8, 12, 14, 2, 4, 0, 4, 6, 8, 2, 4, 2, 4, 6, 6, 18, 11, 12, 23, 13, 14, Triangle
0.474365, 0.292236, 79.5, 0.489502, 3.5957, 3.88672, 8, 4, 0, 22, 14, 10, 4, 2, 0, 10, 6, 4, 4, 2, 0, 12, 8, 6, 15, 19, 31, 24, 24, 13, Triangle
0.346436, 0.311035, 79.75, 1.16211, 1.38477, 2, 6, 2, 8, 8, 12, 8, 4, 2, 4, 4, 6, 4, 2, 0, 4, 4, 6, 4, 19, 20, 34, 13, 25, 18, Triangle
1.60352, 0.782715, 80.8125, 0.588867, 18.1563, 13.7734, 4, 10, 6, 12, 8, 4, 2, 4, 4, 6, 4, 2, 2, 6, 2, 6, 4, 2, 14, 19, 19, 25, 15, 12, Triangle
1.39355, 0.661133, 85.1875, 0.79834, 15.375, 6.78125, 4, 10, 4, 12, 12, 8, 2, 6, 2, 6, 6, 4, 2, 4, 2, 6, 6, 4, 18, 11, 6, 23, 11, 15, Triangle
2.52148, 1.02832, 77.6875, 0.796875, 31.8438, 3.67578, 6, 14, 10, 14, 10, 6, 2, 6, 4, 8, 4, 2, 4, 8, 6, 6, 6, 4, 16, 9, 6, 20, 9, 18, Triangle
2.125, 1.3584, 80.1875, 1.24219, 33.7813, 6.55469, 6, 10, 6, 14, 4, 4, 4, 4, 4, 6, 2, 2, 2, 6, 2, 8, 2, 2, 16, 7, 9, 17, 9, 17, Triangle
1.95898, 2.29297, 81.625, 0.977539, 19.7344, 6.90234, 4, 10, 4, 16, 4, 6, 2, 6, 2, 8, 2, 4, 2, 4, 2, 8, 2, 2, 14, 6, 5, 20, 10, 11, Triangle
2.49219, 1.97754, 79.5625, 1.03809, 32.75, 5.73828, 6, 12, 10, 10, 8, 8, 2, 6, 4, 6, 4, 4, 4, 6, 6, 4, 4, 4, 14, 5, 7, 19, 5, 14, Triangle
3.29883, 0.731445, 75.0625, 0.972656, 24.9688, 5.30469, 4, 8, 4, 10, 6, 14, 2, 4, 2, 4, 2, 6, 2, 4, 2, 6, 4, 8, 23, 11, 11, 21, 12, 16, Triangle
2.01367, 2.21094, 84, 1.00391, 24.5938, 6.17578, 6, 10, 4, 12, 4, 6, 4, 4, 4, 6, 2, 4, 2, 6, 0, 6, 2, 2, 8, 6, 7, 21, 17, 15, Triangle
3.33008, 2.41602, 80.5625, 0.67627, 22.7344, 7.42188, 4, 10, 10, 18, 10, 4, 2, 6, 4, 10, 6, 2, 2, 4, 6, 8, 4, 2, 13, 5, 7, 30, 14, 15, Triangle
2.92969, 1.76367, 82.9375, 1.55566, 28.3906, 4.85156, 4, 10, 6, 12, 8, 12, 2, 4, 2, 6, 4, 6, 2, 6, 4, 6, 4, 6, 12, 12, 7, 22, 10, 11, Triangle
3.51172, 1.6748, 70.75, 1.35059, 31.3438, 8.28906, 6, 10, 8, 12, 6, 6, 2, 6, 4, 6, 2, 2, 4, 4, 4, 6, 4, 4, 11, 9, 9, 27, 11, 17, Triangle
2.25977, 1.42578, 83.875, 0.749023, 26.8594, 5.80469, 6, 10, 4, 6, 4, 4, 4, 4, 2, 2, 2, 2, 2, 6, 2, 4, 2, 2, 13, 10, 9, 29, 9, 9, Triangle
1.9834, 2.2832, 81, 1.0127, 18.5156, 5.20313, 4, 10, 6, 16, 10, 6, 2, 6, 2, 8, 4, 4, 2, 4, 4, 8, 6, 2, 24, 14, 9, 18, 15, 15, Triangle
2.12109, 2.26367, 84.375, 1.09766, 24.9219, 3.29883, 6, 10, 4, 6, 10, 8, 2, 4, 2, 4, 6, 4, 4, 6, 2, 2, 4, 4, 22, 8, 9, 18, 11, 15, Triangle
2.50586, 2.33398, 73.375, 1.63086, 22.7656, 3.47852, 4, 10, 8, 4, 6, 6, 2, 6, 4, 2, 2, 2, 2, 4, 4, 2, 4, 4, 8, 11, 4, 15, 17, 15, Triangle
2.5293, 2.43359, 80.3125, 1.83203, 31.5781, 5.88281, 6, 10, 6, 6, 8, 4, 4, 4, 4, 2, 4, 2, 2, 6, 2, 4, 4, 2, 7, 11, 7, 23, 9, 11, Triangle
2.74609, 2.6543, 80.4375, 1.52148, 21.4063, 3.61914, 4, 10, 8, 4, 10, 6, 2, 6, 4, 2, 6, 4, 2, 4, 4, 2, 4, 2, 22, 9, 6, 24, 16, 17, Triangle
