@relation 'MLC'

@attribute F1_ENERGY_on_ACC_X numeric
@attribute F2_ENERGY_on_ACC_Y numeric
@attribute F3_ENERGY_on_ACC_Z numeric
@attribute F4_ENERGY_on_GY_X numeric
@attribute F5_ENERGY_on_GY_Y numeric
@attribute F6_ENERGY_on_GY_Z numeric
@attribute F7_ZeroCross_on_ACC_X numeric
@attribute F8_ZeroCross_on_ACC_Y numeric
@attribute F9_ZeroCross_on_ACC_Z numeric
@attribute F10_ZeroCross_on_GY_X numeric
@attribute F11_ZeroCross_on_GY_Y numeric
@attribute F12_ZeroCross_on_GY_Z numeric
@attribute F13_PositiveZeroCross_on_ACC_X numeric
@attribute F14_PositiveZeroCross_on_ACC_Y numeric
@attribute F15_PositiveZeroCross_on_ACC_Z numeric
@attribute F16_PositiveZeroCross_on_GY_X numeric
@attribute F17_PositiveZeroCross_on_GY_Y numeric
@attribute F18_PositiveZeroCross_on_GY_Z numeric
@attribute F19_NegativeZeroCross_on_ACC_X numeric
@attribute F20_NegativeZeroCross_on_ACC_Y numeric
@attribute F21_NegativeZeroCross_on_ACC_Z numeric
@attribute F22_NegativeZeroCross_on_GY_X numeric
@attribute F23_NegativeZeroCross_on_GY_Y numeric
@attribute F24_NegativeZeroCross_on_GY_Z numeric
@attribute F25_PeaKDet_on_ACC_X numeric
@attribute F26_PeaKDet_on_ACC_Y numeric
@attribute F27_PeaKDet_on_ACC_Z numeric
@attribute F28_PeaKDet_on_GY_X numeric
@attribute F29_PeaKDet_on_GY_Y numeric
@attribute F30_PeaKDet_on_GY_Z numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
1.32813, 0.21521, 81.75, 0.197388, 1.2334, 0.020401, 0, 6, 24, 8, 14, 8, 0, 4, 12, 4, 6, 4, 0, 2, 12, 4, 8, 4, 19, 22, 36, 27, 20, 27, Idle
0.31665, 0.124084, 83.5625, 0.0864868, 0.324707, 0.995605, 0, 18, 8, 14, 14, 20, 0, 8, 4, 8, 8, 10, 0, 10, 4, 6, 6, 10, 29, 45, 38, 31, 22, 28, Idle
0.340088, 0.0326843, 83.125, 0.0110703, 0.0606384, 0.141235, 16, 0, 4, 8, 18, 0, 8, 0, 4, 4, 8, 0, 8, 0, 0, 4, 10, 0, 33, 37, 38, 32, 31, 24, Idle
0.0889893, 0.0302582, 83.25, 0.10614, 0.235352, 8.46875, 0, 16, 4, 14, 14, 2, 0, 8, 0, 8, 8, 2, 0, 8, 4, 6, 6, 0, 39, 29, 40, 27, 39, 18, Idle
0.354004, 0.0949097, 83.4375, 0.25415, 0.333496, 12.6328, 4, 0, 34, 18, 22, 2, 2, 0, 16, 8, 10, 0, 2, 0, 18, 10, 12, 2, 35, 35, 40, 22, 31, 26, Idle
0.167847, 0.136353, 83.375, 0.38501, 1.03223, 7.88281, 4, 16, 22, 20, 20, 4, 2, 8, 12, 10, 10, 2, 2, 8, 10, 10, 10, 2, 31, 33, 45, 18, 18, 18, Idle
0.11377, 0.0980835, 83.3125, 0.682617, 0.956055, 0.231445, 10, 8, 24, 24, 14, 16, 6, 4, 12, 12, 8, 8, 4, 4, 12, 12, 6, 8, 20, 22, 38, 21, 15, 19, Idle
0.388672, 0.21814, 82.9375, 0.458008, 0.966309, 0.0475159, 6, 10, 20, 14, 10, 14, 2, 6, 10, 6, 4, 6, 4, 4, 10, 8, 6, 8, 23, 17, 32, 20, 20, 26, Idle
0.513184, 0.263428, 83.3125, 0.915527, 2.10156, 0.175781, 8, 10, 30, 8, 8, 10, 4, 4, 16, 4, 4, 6, 4, 6, 14, 4, 4, 4, 18, 10, 29, 23, 13, 15, Idle
0.525391, 0.780273, 81.875, 2.77734, 0.606445, 0.583496, 10, 4, 14, 8, 12, 14, 6, 2, 4, 4, 6, 6, 4, 2, 10, 4, 6, 8, 20, 6, 42, 9, 23, 12, Idle
0.210571, 0.0960693, 82.9375, 0.452393, 1.63281, 0.0964355, 2, 2, 12, 10, 14, 8, 0, 2, 4, 6, 8, 4, 2, 0, 8, 4, 6, 4, 19, 20, 36, 26, 25, 29, Idle
0.251709, 0.880859, 81.75, 0.213013, 0.520508, 0.415283, 2, 0, 0, 6, 12, 12, 0, 0, 0, 4, 6, 6, 2, 0, 0, 2, 6, 6, 14, 19, 42, 21, 21, 22, Idle
0.197754, 0.496338, 82.8125, 0.427979, 0.995605, 0.0360718, 6, 6, 0, 6, 8, 8, 4, 4, 0, 2, 4, 4, 2, 2, 0, 4, 4, 4, 8, 13, 37, 11, 17, 19, Idle
0.264648, 0.0607605, 82.875, 0.1521, 0.848145, 0.131958, 6, 0, 0, 8, 12, 10, 2, 0, 0, 4, 6, 6, 4, 0, 0, 4, 6, 4, 10, 14, 36, 9, 7, 5, Idle
0.285889, 0.402344, 82.3125, 0.603516, 2.13867, 0.324219, 6, 2, 12, 6, 6, 2, 4, 0, 6, 4, 4, 0, 2, 2, 6, 2, 2, 2, 5, 10, 30, 10, 14, 17, Idle
0.276855, 0.67041, 82.25, 0.141846, 0.609863, 0.0446777, 6, 10, 14, 12, 8, 4, 2, 6, 6, 6, 4, 2, 4, 4, 8, 6, 4, 2, 19, 28, 34, 28, 26, 31, Idle
0.194946, 0.185181, 82.8125, 0.0309906, 0.403809, 0.021286, 6, 0, 0, 14, 12, 14, 2, 0, 0, 6, 6, 8, 4, 0, 0, 8, 6, 6, 13, 26, 36, 25, 15, 30, Idle
1.27637, 0.199219, 81.625, 0.121338, 0.736328, 0.00562668, 0, 2, 6, 4, 10, 8, 0, 2, 4, 2, 4, 4, 0, 0, 2, 2, 6, 4, 13, 20, 38, 26, 14, 25, Idle
0.314209, 0.123596, 83.375, 0.0357971, 0.134521, 0.84375, 0, 4, 0, 18, 6, 6, 0, 2, 0, 10, 4, 4, 0, 2, 0, 8, 2, 2, 25, 35, 44, 28, 20, 32, Idle
0.332764, 0.0281525, 83.125, 0.00894928, 0.0715332, 0.351563, 10, 0, 0, 6, 18, 0, 6, 0, 0, 2, 8, 0, 4, 0, 0, 4, 10, 0, 27, 35, 34, 28, 24, 24, Idle
0.0856323, 0.0257111, 83.375, 0.055603, 0.0918579, 8.38281, 0, 4, 4, 10, 18, 2, 0, 2, 2, 6, 10, 2, 0, 2, 2, 4, 8, 0, 37, 31, 39, 28, 36, 20, Idle
0.33667, 0.0939941, 83.4375, 0.0934448, 0.219971, 13.1172, 2, 0, 8, 14, 10, 2, 2, 0, 2, 6, 4, 0, 0, 0, 6, 8, 6, 2, 40, 29, 39, 23, 30, 17, Idle
0.144287, 0.119812, 83.5, 0.136841, 0.285156, 3.60938, 4, 10, 0, 8, 8, 4, 2, 4, 0, 4, 4, 2, 2, 6, 0, 4, 4, 2, 27, 27, 43, 19, 25, 11, Idle
0.0829468, 0.0810547, 83.0625, 0.232422, 0.418457, 0.101868, 4, 4, 6, 10, 10, 10, 2, 2, 4, 6, 6, 6, 2, 2, 2, 4, 4, 4, 15, 18, 46, 20, 21, 21, Idle
0.383057, 0.21582, 82.75, 0.181274, 0.499023, 0.0193939, 0, 8, 12, 14, 14, 6, 0, 4, 8, 6, 6, 4, 0, 4, 4, 8, 8, 2, 23, 25, 33, 19, 23, 20, Idle
0.458252, 0.22583, 83.25, 0.647461, 1.01465, 0.0783081, 8, 10, 14, 8, 8, 10, 4, 4, 8, 4, 4, 6, 4, 6, 6, 4, 4, 4, 6, 8, 30, 11, 14, 16, Idle
0.498047, 0.697754, 81.75, 1.45996, 0.260986, 0.220703, 6, 4, 14, 8, 18, 8, 4, 2, 4, 4, 10, 4, 2, 2, 10, 4, 8, 4, 20, 8, 42, 6, 17, 15, Idle
0.21936, 0.112, 82.6875, 0.309082, 1.02441, 0.0634766, 2, 2, 0, 12, 12, 8, 0, 2, 0, 6, 6, 4, 2, 0, 0, 6, 6, 4, 21, 20, 44, 19, 25, 23, Idle
1.15137, 0.802246, 83.5625, 12.2578, 47.1875, 21.4688, 52, 44, 4, 54, 50, 32, 26, 22, 2, 26, 26, 16, 26, 22, 2, 28, 24, 16, 45, 43, 50, 41, 35, 26, Square
0.476318, 0.588379, 82.3125, 5.45313, 13.5781, 6.26172, 58, 24, 76, 46, 46, 32, 28, 12, 38, 24, 22, 16, 30, 12, 38, 22, 24, 16, 53, 47, 54, 43, 41, 35, Square
1.83691, 2.06055, 83.75, 5.86719, 18.8281, 15.2031, 20, 46, 62, 48, 38, 24, 10, 24, 30, 24, 18, 12, 10, 22, 32, 24, 20, 12, 53, 43, 45, 34, 41, 34, Square
5.65234, 2.13281, 82.5, 9.80469, 33.5938, 24.0625, 12, 18, 36, 18, 28, 8, 6, 8, 18, 8, 14, 4, 6, 10, 18, 10, 14, 4, 52, 44, 35, 36, 47, 39, Square
2.47852, 1.83789, 87.125, 14.7109, 28.25, 18.4844, 16, 36, 30, 40, 32, 18, 8, 18, 16, 20, 16, 10, 8, 18, 14, 20, 16, 8, 54, 44, 34, 38, 32, 43, Square
4.80859, 2.55664, 83.6875, 20.9219, 38.0938, 27.7813, 8, 22, 40, 36, 28, 20, 4, 12, 20, 18, 14, 10, 4, 10, 20, 18, 14, 10, 55, 31, 37, 38, 42, 34, Square
3.83594, 2.36523, 85.875, 10.4531, 28.3594, 26.5469, 22, 24, 32, 26, 32, 16, 10, 12, 16, 14, 16, 8, 12, 12, 16, 12, 16, 8, 44, 34, 36, 35, 51, 31, Square
3.31641, 2.4707, 88.9375, 11.7734, 51.4688, 27.7188, 32, 36, 38, 38, 26, 34, 16, 18, 18, 18, 14, 16, 16, 18, 20, 20, 12, 18, 52, 44, 34, 35, 37, 37, Square
6.92188, 3.86523, 84, 20.0469, 46.25, 29.6094, 20, 22, 16, 26, 22, 12, 10, 10, 10, 14, 10, 6, 10, 12, 6, 12, 12, 6, 45, 43, 30, 30, 41, 41, Square
4.83984, 1.96387, 81.8125, 9.95313, 35.8438, 20.4219, 20, 30, 30, 30, 28, 22, 10, 16, 14, 14, 14, 12, 10, 14, 16, 16, 14, 10, 55, 46, 35, 40, 39, 44, Square
2.70117, 4.51563, 85.25, 18.0469, 39.4375, 23.7656, 10, 26, 26, 36, 20, 32, 6, 12, 14, 18, 10, 16, 4, 14, 12, 18, 10, 16, 52, 43, 32, 34, 32, 39, Square
5.28906, 4.76172, 85, 10.9453, 41.0625, 27.6406, 12, 20, 20, 30, 30, 18, 6, 10, 10, 16, 16, 10, 6, 10, 10, 14, 14, 8, 55, 39, 31, 36, 43, 31, Square
4.38281, 4.75781, 85.1875, 19.8594, 45.3125, 30.9063, 8, 22, 36, 30, 32, 12, 4, 12, 18, 14, 16, 6, 4, 10, 18, 16, 16, 6, 55, 36, 38, 34, 39, 41, Square
3.20898, 4.88672, 93.4375, 12.0625, 44.1563, 28.6094, 40, 36, 30, 42, 44, 24, 20, 18, 14, 22, 22, 12, 20, 18, 16, 20, 22, 12, 58, 35, 37, 41, 39, 32, Square
7.26953, 3.94141, 74.9375, 19.9375, 61.9688, 25.6875, 10, 20, 24, 36, 22, 26, 4, 10, 12, 18, 10, 12, 6, 10, 12, 18, 12, 14, 45, 36, 33, 32, 25, 38, Square
3.69531, 4.05078, 87.125, 10.9141, 30.0469, 31.9375, 28, 22, 38, 40, 24, 28, 14, 10, 20, 20, 12, 14, 14, 12, 18, 20, 12, 14, 53, 37, 38, 41, 35, 44, Square
3.6582, 3.23047, 81.5, 11.6641, 38.5625, 27.9063, 22, 24, 32, 46, 36, 12, 12, 12, 16, 22, 18, 6, 10, 12, 16, 24, 18, 6, 55, 52, 39, 36, 43, 40, Square
4.02734, 3.75586, 94.3125, 11.1406, 41.4688, 20.4219, 14, 38, 30, 38, 58, 18, 8, 20, 16, 20, 30, 10, 6, 18, 14, 18, 28, 8, 49, 38, 36, 32, 45, 35, Square
4.25391, 4.38281, 83.0625, 8.24219, 36.9375, 24.6406, 24, 30, 26, 52, 52, 20, 12, 14, 12, 26, 26, 10, 12, 16, 14, 26, 26, 10, 44, 30, 36, 35, 44, 36, Square
0.701172, 0.470947, 81.3125, 5.01172, 21.1563, 14.8203, 28, 20, 0, 32, 32, 24, 14, 10, 0, 16, 16, 12, 14, 10, 0, 16, 16, 12, 24, 28, 38, 27, 22, 17, Square
0.251953, 0.463379, 82.1875, 2.73438, 5.64453, 4.0625, 20, 12, 44, 26, 28, 28, 10, 6, 24, 14, 14, 14, 10, 6, 20, 12, 14, 14, 40, 19, 35, 24, 27, 23, Square
1.78125, 1.60156, 83.125, 4.51953, 16.7031, 15.5, 10, 26, 28, 28, 24, 16, 4, 14, 14, 14, 12, 8, 6, 12, 14, 14, 12, 8, 31, 19, 32, 21, 28, 18, Square
5.21484, 1.87695, 80.875, 8.32031, 29.0781, 20.125, 8, 10, 18, 18, 12, 8, 4, 4, 8, 8, 6, 4, 4, 6, 10, 10, 6, 4, 23, 20, 16, 16, 20, 21, Square
2.08984, 1.54883, 86.75, 10.0313, 23.2031, 15.3359, 4, 20, 18, 20, 18, 10, 2, 10, 10, 10, 10, 6, 2, 10, 8, 10, 8, 4, 18, 18, 18, 18, 18, 19, Square
4.41016, 2.21484, 83.0625, 15.875, 32.9063, 24.8281, 4, 14, 18, 20, 12, 8, 2, 8, 10, 10, 6, 4, 2, 6, 8, 10, 6, 4, 38, 19, 17, 18, 22, 18, Square
3.28711, 1.91504, 86.8125, 7.38672, 24.2656, 24.4531, 12, 16, 16, 22, 12, 8, 6, 8, 8, 12, 6, 4, 6, 8, 8, 10, 6, 4, 29, 13, 16, 18, 33, 21, Square
3.03906, 2.15625, 84.5625, 8.32031, 46.0625, 24.1875, 14, 20, 18, 18, 10, 22, 6, 10, 8, 8, 6, 10, 8, 10, 10, 10, 4, 12, 30, 17, 17, 19, 17, 19, Square
6.16016, 3.16992, 84.0625, 15.4922, 39.9063, 28.2656, 4, 14, 18, 18, 10, 4, 2, 6, 10, 10, 4, 2, 2, 8, 8, 8, 6, 2, 28, 21, 11, 16, 15, 19, Square
4.19922, 1.65527, 79.625, 7.66797, 31.5938, 16.6406, 8, 10, 18, 18, 10, 12, 4, 6, 8, 8, 4, 6, 4, 4, 10, 10, 6, 6, 37, 26, 14, 15, 13, 23, Square
2.42383, 3.97852, 86.5, 13.0156, 34.6563, 20.6719, 6, 14, 20, 18, 12, 4, 4, 6, 10, 10, 6, 2, 2, 8, 10, 8, 6, 2, 20, 15, 16, 21, 19, 23, Square
4.76563, 4.35547, 82.5, 7.75, 29.7656, 24.4219, 4, 12, 18, 16, 10, 10, 2, 6, 8, 8, 6, 6, 2, 6, 10, 8, 4, 4, 32, 13, 10, 18, 24, 16, Square
3.75781, 4.21094, 84, 15.4063, 37.125, 27.9688, 4, 14, 24, 18, 18, 8, 2, 8, 12, 8, 8, 4, 2, 6, 12, 10, 10, 4, 26, 14, 18, 19, 17, 17, Square
2.59766, 4.16406, 91.25, 7.69141, 40.0625, 26.1563, 18, 12, 20, 14, 22, 8, 8, 6, 10, 8, 12, 4, 10, 6, 10, 6, 10, 4, 29, 17, 14, 24, 26, 14, Square
6.90234, 3.52539, 74.4375, 14.8516, 52.125, 23.6406, 4, 12, 14, 24, 10, 6, 2, 6, 8, 12, 4, 2, 2, 6, 6, 12, 6, 4, 21, 11, 13, 20, 12, 16, Square
3.23828, 3.4668, 86.1875, 6.87891, 24.7031, 29.5, 16, 14, 18, 10, 16, 8, 8, 6, 10, 4, 8, 4, 8, 8, 8, 6, 8, 4, 27, 15, 20, 20, 25, 18, Square
2.99805, 2.66602, 80, 8.10156, 33.6563, 24.6406, 10, 12, 16, 22, 16, 4, 6, 6, 8, 10, 8, 2, 4, 6, 8, 12, 8, 2, 25, 16, 14, 21, 18, 17, Square
3.51563, 2.8418, 92.75, 5.98438, 31.6563, 16.4531, 4, 20, 18, 28, 18, 14, 2, 10, 10, 14, 10, 8, 2, 10, 8, 14, 8, 6, 29, 29, 17, 21, 28, 21, Square
3.6875, 3.89063, 81.5, 4.57813, 31.0313, 21.0781, 4, 18, 18, 30, 12, 8, 2, 8, 8, 16, 6, 4, 2, 10, 10, 14, 6, 4, 23, 15, 19, 21, 26, 15, Square
0.457764, 0.37085, 81, 2.42188, 7.66016, 8.73438, 12, 8, 0, 28, 30, 16, 6, 4, 0, 14, 14, 8, 6, 4, 0, 14, 16, 8, 19, 26, 30, 23, 24, 16, Square
0.171997, 0.321289, 82.25, 1.17773, 1.83594, 2.63867, 16, 12, 30, 22, 24, 16, 8, 6, 16, 12, 12, 8, 8, 6, 14, 10, 12, 8, 34, 15, 41, 13, 23, 10, Square
1.84668, 1.07227, 82.8125, 3.92969, 14.2891, 15.75, 10, 8, 12, 24, 10, 12, 4, 4, 6, 12, 4, 6, 6, 4, 6, 12, 6, 6, 19, 19, 27, 24, 25, 16, Square
4.76172, 1.53125, 78.4375, 6.61719, 24.5, 16.0313, 8, 8, 14, 10, 12, 8, 4, 4, 6, 4, 6, 4, 4, 4, 8, 6, 6, 4, 17, 20, 11, 6, 17, 10, Square
1.85254, 1.37109, 85.875, 6.64844, 17.9375, 13.6484, 4, 16, 10, 20, 10, 8, 2, 8, 6, 10, 6, 4, 2, 8, 4, 10, 4, 4, 24, 14, 16, 15, 15, 16, Square
4.25391, 1.65918, 82.0625, 10.4141, 28.9375, 21.9063, 4, 10, 18, 12, 8, 4, 2, 6, 10, 6, 4, 2, 2, 4, 8, 6, 4, 2, 21, 12, 14, 18, 15, 13, Square
2.95313, 1.40527, 87.5625, 5.09375, 21.6719, 22.8125, 4, 12, 10, 18, 8, 4, 2, 6, 6, 10, 4, 2, 2, 6, 4, 8, 4, 2, 18, 11, 15, 12, 15, 14, Square
3.08008, 1.82422, 79.5625, 5.17188, 37.0938, 21.1875, 6, 8, 16, 16, 10, 10, 2, 4, 8, 8, 4, 4, 4, 4, 8, 8, 6, 6, 28, 12, 9, 16, 11, 8, Square
5.51953, 2.32031, 82.8125, 10.6484, 33.375, 25.875, 4, 10, 12, 12, 12, 4, 2, 4, 6, 6, 6, 2, 2, 6, 6, 6, 6, 2, 23, 14, 11, 9, 15, 17, Square
3.65234, 1.41504, 77.75, 6.84375, 27.9531, 14.4844, 6, 4, 8, 14, 10, 12, 4, 2, 4, 6, 4, 6, 2, 2, 4, 8, 6, 6, 18, 19, 11, 13, 11, 12, Square
2.28125, 3.22656, 86.25, 7.84375, 25.9531, 18.5, 4, 8, 14, 12, 8, 4, 2, 4, 8, 6, 4, 2, 2, 4, 6, 6, 4, 2, 20, 11, 15, 20, 13, 16, Square
4.28906, 3.86133, 80.375, 5.50391, 23.3906, 21.2656, 4, 12, 14, 14, 6, 10, 2, 6, 6, 8, 4, 6, 2, 6, 8, 6, 2, 4, 17, 9, 8, 17, 22, 14, Square
3.20898, 3.26563, 82.75, 11.5313, 26.8906, 24.7344, 4, 14, 14, 12, 14, 4, 2, 8, 8, 6, 6, 2, 2, 6, 6, 6, 8, 2, 18, 12, 11, 14, 15, 17, Square
2.23828, 3.20117, 86.5625, 5.39844, 34, 22.6875, 10, 12, 14, 10, 14, 4, 4, 6, 6, 6, 8, 2, 6, 6, 8, 4, 6, 2, 30, 13, 13, 22, 22, 14, Square
6.28125, 2.8457, 74, 9.75781, 40.625, 21.9688, 4, 12, 12, 16, 10, 6, 2, 6, 6, 8, 4, 2, 2, 6, 6, 8, 6, 4, 11, 13, 15, 16, 10, 10, Square
2.99219, 2.61133, 83.75, 4.48438, 19.0938, 25.9375, 8, 14, 14, 10, 8, 12, 4, 6, 6, 4, 4, 6, 4, 8, 8, 6, 4, 6, 22, 11, 17, 20, 18, 13, Square
2.44141, 2.11914, 80.3125, 4.99609, 28.0625, 21.4844, 10, 12, 18, 20, 4, 4, 6, 6, 10, 10, 2, 2, 4, 6, 8, 10, 2, 2, 16, 17, 9, 17, 17, 16, Square
3.21094, 1.98633, 88.3125, 2.4375, 23.2969, 13.8672, 4, 16, 16, 18, 10, 14, 2, 8, 8, 8, 6, 8, 2, 8, 8, 10, 4, 6, 25, 14, 15, 19, 24, 15, Square
3.34961, 2.98047, 80.3125, 1.97461, 23.8125, 18.6094, 4, 12, 18, 24, 10, 8, 2, 6, 10, 12, 4, 4, 2, 6, 8, 12, 6, 4, 21, 11, 13, 18, 19, 17, Square
0.193726, 0.244507, 81, 0.604004, 1.27832, 3.11133, 8, 8, 0, 24, 24, 8, 4, 4, 0, 12, 12, 4, 4, 4, 0, 12, 12, 4, 20, 25, 47, 23, 27, 17, Square
0.0870972, 0.121887, 82.125, 0.277344, 0.625488, 1.29688, 8, 4, 18, 10, 18, 8, 4, 2, 10, 6, 10, 4, 4, 2, 8, 4, 8, 4, 34, 13, 45, 24, 24, 13, Square
1.93457, 0.526367, 81.0625, 2.375, 9.23438, 13.8516, 6, 8, 8, 12, 6, 4, 2, 4, 4, 6, 2, 2, 4, 4, 4, 6, 4, 2, 9, 17, 29, 27, 18, 11, Square
4.01172, 1.00781, 78.625, 3.7168, 17.1719, 10.7969, 6, 4, 6, 10, 8, 4, 4, 2, 4, 4, 4, 2, 2, 2, 2, 6, 4, 2, 10, 12, 11, 7, 9, 8, Square
1.56055, 0.958496, 83.625, 2.44336, 9.45313, 11.4609, 4, 4, 4, 12, 6, 6, 2, 2, 2, 6, 4, 4, 2, 2, 2, 6, 2, 2, 12, 13, 10, 18, 13, 14, Square
3.72266, 0.978027, 81.6875, 4.21094, 21.125, 16.6875, 4, 6, 8, 10, 4, 4, 2, 4, 4, 6, 2, 2, 2, 2, 4, 4, 2, 2, 17, 9, 12, 14, 15, 13, Square
2.43164, 0.875, 82.9375, 2.99219, 17.75, 17.8594, 6, 4, 10, 8, 8, 4, 2, 2, 4, 4, 4, 2, 4, 2, 6, 4, 4, 2, 22, 11, 7, 13, 12, 8, Square
3.22266, 1.02734, 77.0625, 4.11719, 19.5938, 17.3125, 4, 8, 8, 8, 6, 6, 2, 4, 4, 4, 2, 2, 2, 4, 4, 4, 4, 4, 18, 15, 11, 20, 13, 8, Square
4.18359, 1.57031, 78.3125, 4.0625, 21.5938, 17.3594, 4, 6, 8, 18, 4, 4, 2, 2, 4, 8, 2, 2, 2, 4, 4, 10, 2, 2, 19, 17, 7, 12, 12, 11, Square
2.74805, 1.16699, 79.25, 4.47266, 20.2188, 11.5469, 6, 4, 4, 12, 4, 4, 4, 2, 2, 6, 2, 2, 2, 2, 2, 6, 2, 2, 14, 13, 11, 13, 10, 14, Square
1.99023, 2.43945, 82.6875, 3.57422, 13.1328, 14.5078, 4, 8, 8, 8, 6, 4, 2, 4, 4, 4, 4, 2, 2, 4, 4, 4, 2, 2, 18, 7, 9, 14, 9, 12, Square
3.44531, 2.77539, 78.6875, 3.08398, 15.3906, 15.8828, 4, 8, 14, 14, 4, 6, 2, 4, 6, 6, 2, 4, 2, 4, 8, 8, 2, 2, 13, 14, 8, 16, 17, 10, Square
2.40234, 2.04102, 83.125, 5.60156, 15.3594, 18.4844, 4, 6, 12, 12, 10, 4, 2, 4, 6, 6, 6, 2, 2, 2, 6, 6, 4, 2, 12, 11, 8, 13, 13, 13, Square
2.00781, 1.96875, 79.875, 3.01758, 20.9688, 15.8906, 6, 4, 8, 10, 12, 6, 2, 2, 2, 6, 6, 2, 4, 2, 6, 4, 6, 4, 12, 13, 10, 19, 13, 12, Square
4.93359, 1.72461, 74.25, 5.375, 22.9688, 19, 4, 8, 12, 8, 6, 4, 2, 4, 6, 4, 2, 2, 2, 4, 6, 4, 4, 2, 11, 9, 10, 13, 11, 9, Square
2.23633, 1.39355, 79.25, 2.82617, 13.0156, 16.8438, 4, 10, 10, 6, 8, 4, 2, 4, 4, 2, 4, 2, 2, 6, 6, 4, 4, 2, 18, 8, 13, 18, 17, 6, Square
1.74902, 1.43359, 82.125, 2.14063, 16.6719, 16.375, 6, 4, 10, 14, 4, 4, 4, 2, 6, 8, 2, 2, 2, 2, 4, 6, 2, 2, 12, 14, 6, 23, 19, 10, Square
2.625, 1.41113, 82.625, 0.992676, 12.125, 10.4141, 4, 8, 10, 12, 10, 6, 2, 4, 6, 6, 6, 4, 2, 4, 4, 6, 4, 2, 18, 16, 11, 19, 13, 16, Square
2.80273, 1.40918, 79.3125, 0.945801, 14.0234, 14.6797, 4, 10, 8, 12, 10, 4, 2, 6, 4, 6, 4, 2, 2, 4, 4, 6, 6, 2, 16, 11, 11, 25, 12, 9, Square
1.52832, 0.723145, 87.875, 12.5313, 25.2344, 26, 40, 60, 0, 40, 46, 30, 20, 30, 0, 20, 24, 14, 20, 30, 0, 20, 22, 16, 53, 57, 54, 44, 39, 38, Square
0.839355, 0.178467, 83.25, 2.36328, 18.2969, 4.73438, 36, 54, 60, 48, 38, 18, 18, 28, 30, 24, 18, 10, 18, 26, 30, 24, 20, 8, 52, 49, 47, 37, 38, 32, Square
1.82422, 2.29688, 83.0625, 2.03906, 20.1719, 8.91406, 2, 24, 58, 44, 40, 26, 0, 12, 30, 22, 20, 12, 2, 12, 28, 22, 20, 14, 46, 42, 40, 38, 41, 37, Square
2.23242, 2.58594, 87.4375, 9.60938, 32.1563, 27.4688, 20, 26, 26, 38, 36, 20, 10, 12, 12, 18, 18, 10, 10, 14, 14, 20, 18, 10, 50, 44, 35, 33, 46, 32, Square
2.35156, 2.1543, 82.5625, 6.42578, 32.7188, 16.9531, 24, 36, 26, 36, 36, 18, 12, 18, 14, 18, 18, 10, 12, 18, 12, 18, 18, 8, 53, 37, 39, 40, 46, 39, Square
1.70117, 2.7793, 93.6875, 7.80078, 28.9531, 16.9531, 18, 24, 36, 38, 52, 28, 10, 12, 18, 20, 26, 14, 8, 12, 18, 18, 26, 14, 47, 43, 41, 38, 49, 38, Square
3.35938, 2.88281, 90.5, 13.3984, 22.8125, 27.5938, 12, 26, 40, 34, 50, 12, 6, 14, 20, 16, 26, 6, 6, 12, 20, 18, 24, 6, 48, 40, 39, 32, 44, 32, Square
2.91602, 2.12891, 87.1875, 8.55469, 36.0938, 19.8281, 22, 26, 34, 42, 40, 18, 10, 12, 16, 22, 20, 8, 12, 14, 18, 20, 20, 10, 47, 39, 35, 37, 41, 35, Square
2.43945, 2.56836, 82.1875, 6.14844, 31.2031, 15.9141, 8, 26, 44, 44, 26, 24, 4, 14, 22, 22, 12, 12, 4, 12, 22, 22, 14, 12, 47, 42, 38, 37, 48, 38, Square
2.59961, 3.66016, 88.6875, 9.14844, 37.4375, 38.125, 24, 30, 38, 48, 40, 12, 12, 14, 20, 24, 20, 6, 12, 16, 18, 24, 20, 6, 39, 29, 42, 34, 52, 35, Square
2.6875, 2.35547, 82.375, 7.16016, 30.5938, 21.4063, 12, 58, 46, 48, 40, 28, 6, 30, 22, 24, 20, 14, 6, 28, 24, 24, 20, 14, 53, 46, 47, 33, 48, 40, Square
2.6582, 2.1582, 86.9375, 9.86719, 37.3438, 26.9531, 10, 42, 26, 34, 44, 26, 6, 20, 14, 16, 22, 14, 4, 22, 12, 18, 22, 12, 48, 41, 32, 35, 46, 35, Square
3.22852, 2.51563, 88.125, 11.0781, 27.8125, 26.8125, 6, 28, 28, 50, 46, 14, 4, 14, 14, 26, 24, 6, 2, 14, 14, 24, 22, 8, 48, 37, 35, 43, 47, 34, Square
2.57617, 2.02148, 88.3125, 14.4141, 26.3281, 21.0938, 12, 36, 30, 42, 42, 20, 6, 18, 16, 20, 20, 10, 6, 18, 14, 22, 22, 10, 46, 42, 29, 33, 43, 31, Square
3.75195, 1.85938, 83.75, 7.72656, 36.9063, 29.5625, 4, 38, 40, 28, 38, 12, 2, 20, 20, 14, 20, 6, 2, 18, 20, 14, 18, 6, 51, 32, 37, 42, 43, 32, Square
1.62695, 2.93945, 86.5625, 8.05469, 19.5938, 26.875, 24, 36, 34, 40, 34, 16, 12, 18, 16, 20, 16, 8, 12, 18, 18, 20, 18, 8, 43, 35, 41, 38, 43, 25, Square
