@relation 'MLC'

@attribute F1_MEAN_on_ACC_X numeric
@attribute F2_MEAN_on_ACC_Y numeric
@attribute F3_MEAN_on_ACC_Z numeric
@attribute F4_MEAN_on_ACC_V numeric
@attribute F5_VAR_on_ACC_X numeric
@attribute F6_VAR_on_ACC_Y numeric
@attribute F7_VAR_on_ACC_Z numeric
@attribute F8_VAR_on_ACC_V numeric
@attribute F9_ENERGY_on_ACC_X numeric
@attribute F10_ENERGY_on_ACC_Y numeric
@attribute F11_ENERGY_on_ACC_Z numeric
@attribute F12_ENERGY_on_ACC_V numeric
@attribute F13_PeakToPeak_on_ACC_X numeric
@attribute F14_PeakToPeak_on_ACC_Y numeric
@attribute F15_PeakToPeak_on_ACC_Z numeric
@attribute F16_PeakToPeak_on_ACC_V numeric
@attribute class {Circle, Idle, Square, Triangle}

@data
-0.0809326, -0.101685, 0.972168, 1.02051, 0.0401611, 0.0249786, 0.0556641, 0.0380859, 3.78711, 2.86133, 81.125, 87.5, 0.837402, 0.65332, 0.933594, 0.929688, Triangle
-0.0320129, -0.167847, 0.988281, 1.05371, 0.0576477, 0.0275269, 0.0761719, 0.0566406, 4.75781, 4.51563, 85.3125, 94.625, 0.989746, 0.648438, 1.24219, 1.15234, Triangle
-0.0164948, -0.0986328, 1.00586, 1.05273, 0.0475769, 0.0245819, 0.0605469, 0.0498047, 3.87891, 2.78125, 86.9375, 93.875, 0.872559, 0.641113, 1.12012, 0.97998, Triangle
0.00108433, -0.13147, 0.936035, 1, 0.0736694, 0.0181122, 0.0776367, 0.0673828, 5.97266, 2.86914, 77.3125, 86.5, 1.0957, 0.621582, 1.08008, 1.01074, Triangle
-0.0456238, -0.0644531, 0.973633, 1.02441, 0.0520325, 0.0238647, 0.074707, 0.0546875, 4.38672, 2.27148, 82.875, 89.5, 0.934082, 0.623047, 1.03516, 0.894043, Triangle
0.0257568, -0.160034, 0.993652, 1.04492, 0.044342, 0.0220947, 0.0585938, 0.0498047, 3.64844, 3.86719, 84.75, 92.5, 0.877441, 0.663574, 1.05762, 1.05078, Triangle
0.0203552, -0.129639, 0.995605, 1.03711, 0.0441895, 0.017746, 0.0566406, 0.0537109, 3.61719, 2.80078, 84.9375, 91.5, 0.928711, 0.559082, 1.18848, 1.15039, Triangle
0.00107384, -0.172241, 0.990234, 1.03906, 0.0413208, 0.0153503, 0.0634766, 0.0478516, 3.34961, 3.64844, 84.625, 91.4375, 0.793945, 0.54541, 1.11133, 0.959961, Triangle
-0.0873413, -0.112, 0.919922, 0.983887, 0.0556641, 0.0290527, 0.0776367, 0.0600586, 5.12891, 3.37109, 74.875, 83.375, 0.837891, 0.723145, 1.12402, 1.03711, Triangle
0.00869751, -0.151367, 1.00293, 1.05664, 0.0490417, 0.0259399, 0.0576172, 0.0449219, 3.98047, 3.96094, 86.1875, 94.125, 0.864746, 0.550781, 1.03125, 0.909668, Triangle
0.0678711, -0.0126266, 0.990723, 1.00195, 0.0104141, 0.007061, 0.0102539, 0.0126953, 1.21777, 0.585449, 80.375, 82.375, 0.334961, 0.377197, 0.641113, 0.628906, Triangle
0.0244141, 0.0156174, 0.991699, 1, 0.00572968, 0.00460434, 0.00195313, 0, 0.512695, 0.393066, 79.875, 80.875, 0.298096, 0.276367, 0.287109, 0.276367, Triangle
0.0454102, 0.0343933, 0.988281, 1.0166, 0.0284729, 0.0182953, 0.0429688, 0.0371094, 2.47461, 1.57813, 82.625, 86.75, 0.649414, 0.634766, 0.812988, 0.758301, Triangle
0.0316772, -0.0233917, 1, 1.02734, 0.0254059, 0.0185089, 0.0351563, 0.0263672, 2.14063, 1.54492, 83.9375, 87.6875, 0.575195, 0.517578, 0.725098, 0.65332, Triangle
-0.059845, -0.0637207, 1.00098, 1.04004, 0.029007, 0.0202789, 0.078125, 0.0556641, 2.64258, 1.97266, 87.5625, 92.1875, 0.69873, 0.597656, 1.03711, 0.89209, Triangle
-0.0692139, -0.0718994, 0.939941, 0.990723, 0.052887, 0.0179291, 0.0751953, 0.0576172, 4.67578, 1.87305, 77.6875, 84.25, 0.725098, 0.518555, 1.11328, 0.963867, Triangle
0.00852203, -0.149292, 0.99707, 1.04492, 0.035553, 0.0266876, 0.0507813, 0.0419922, 2.88672, 3.9707, 84.6875, 91.875, 0.703613, 0.631348, 0.871094, 0.75, Triangle
-0.0356445, -0.0997314, 1.01465, 1.05762, 0.0353699, 0.030304, 0.0576172, 0.0449219, 2.9707, 3.26172, 88.125, 94.3125, 0.736328, 0.696289, 0.986328, 0.82666, Triangle
-0.0574036, -0.0717773, 0.925293, 0.97998, 0.0613403, 0.0121689, 0.059082, 0.0371094, 5.23828, 1.4043, 74.1875, 80.875, 0.776367, 0.503906, 0.793457, 0.685059, Triangle
-0.072998, -0.107483, 0.986328, 1.02832, 0.0327148, 0.0212555, 0.046875, 0.0332031, 3.08594, 2.66016, 82.625, 88.4375, 0.760254, 0.538574, 0.832031, 0.734863, Triangle
-0.0289612, -0.163696, 0.984863, 1.04297, 0.0525208, 0.0230408, 0.0625, 0.046875, 4.32422, 4.03906, 83.6875, 92, 0.817871, 0.568848, 1.04102, 0.944824, Triangle
-0.0119705, -0.0998535, 1.01074, 1.05664, 0.0452271, 0.0198364, 0.0595703, 0.0380859, 3.67773, 2.41602, 87.625, 93.5625, 0.838379, 0.571289, 0.946289, 0.896484, Triangle
-0.0150833, -0.127808, 0.919922, 0.981445, 0.06427, 0.0158844, 0.0708008, 0.0493164, 5.23047, 2.61328, 74.3125, 82.0625, 0.916016, 0.486816, 0.93457, 0.851074, Triangle
-0.0357666, -0.0706787, 0.986816, 1.02734, 0.0438843, 0.0191956, 0.0625, 0.0478516, 3.66016, 1.95996, 84, 89.4375, 0.773438, 0.490234, 0.88916, 0.768555, Triangle
0.0254669, -0.158081, 0.991699, 1.03516, 0.036499, 0.0166931, 0.0507813, 0.0429688, 3.01172, 3.37891, 83.8125, 90.3125, 0.739746, 0.493408, 0.905762, 0.814453, Triangle
0.0199432, -0.130493, 1, 1.04102, 0.0394592, 0.0142517, 0.0507813, 0.0390625, 3.23047, 2.53516, 85.1875, 91.0625, 0.750977, 0.431885, 1.06152, 0.944824, Triangle
-0.0067215, -0.171265, 0.975586, 1.02051, 0.0380554, 0.0127258, 0.0532227, 0.0449219, 3.08789, 3.4082, 81.4375, 88.0625, 0.729492, 0.449219, 0.912109, 0.805664, Triangle
-0.0801392, -0.113464, 0.932129, 0.992188, 0.04953, 0.0252838, 0.0688477, 0.0507813, 4.53516, 3.0918, 76, 83.9375, 0.767578, 0.626465, 0.931152, 0.83252, Triangle
0.0105362, -0.155762, 1, 1.05176, 0.0448303, 0.0231934, 0.0507813, 0.0380859, 3.64258, 3.8457, 85.1875, 92.75, 0.763184, 0.489746, 0.899902, 0.833008, Triangle
0.0610657, -0.0125198, 0.989258, 0.99707, 0.00730515, 0.00543976, 0.012207, 0.0146484, 0.894531, 0.453613, 80.3125, 81.75, 0.291016, 0.269775, 0.422363, 0.407227, Triangle
0.0289459, 0.0179596, 0.990234, 0.998535, 0.00469971, 0.00401306, 0.00244141, 0, 0.448975, 0.351563, 79.6875, 80.4375, 0.241821, 0.237427, 0.153809, 0.166504, Triangle
0.0455322, 0.0289459, 0.990234, 1.01367, 0.0249329, 0.0142822, 0.0322266, 0.0292969, 2.18945, 1.22559, 82.125, 85.625, 0.578125, 0.536133, 0.697266, 0.635254, Triangle
0.0292816, -0.0157776, 1.00195, 1.02344, 0.022583, 0.0147476, 0.0322266, 0.0273438, 1.90039, 1.21582, 84, 87.1875, 0.518555, 0.448486, 0.67041, 0.608398, Triangle
-0.0726929, -0.069519, 0.986328, 1.02344, 0.0277405, 0.014946, 0.0703125, 0.0488281, 2.67773, 1.60254, 84.5625, 88.875, 0.586914, 0.487061, 0.84375, 0.685547, Triangle
-0.053833, -0.0753174, 0.958984, 1.00195, 0.0435181, 0.0145645, 0.0615234, 0.0458984, 3.76367, 1.64063, 79.5, 85.125, 0.620605, 0.408936, 0.803223, 0.724609, Triangle
0.00528717, -0.137573, 0.991699, 1.0332, 0.0316772, 0.0242004, 0.0341797, 0.0273438, 2.57031, 3.49414, 82.5, 88.75, 0.611328, 0.57666, 0.708008, 0.602539, Triangle
-0.0421753, -0.109192, 1.00098, 1.04199, 0.0319519, 0.0216827, 0.0546875, 0.0390625, 2.73242, 2.72461, 85.625, 91.1875, 0.638672, 0.576172, 0.825195, 0.699219, Triangle
-0.0569458, -0.065918, 0.929199, 0.976074, 0.0558472, 0.00970459, 0.0498047, 0.0356445, 4.78906, 1.13867, 74, 80.125, 0.69873, 0.38208, 0.734863, 0.614258, Triangle
-0.0645752, -0.115845, 0.999512, 1.03516, 0.0288544, 0.0170135, 0.0449219, 0.0341797, 2.67773, 2.4668, 84.625, 89.625, 0.637695, 0.46167, 0.738281, 0.62793, Triangle
-0.0278778, -0.157227, 0.978516, 1.03125, 0.0493164, 0.0189819, 0.0483398, 0.0351563, 4.05859, 3.54297, 81.5625, 89.0625, 0.729492, 0.484375, 0.839844, 0.739258, Triangle
-0.00855255, -0.104004, 1.0127, 1.05371, 0.043457, 0.0156555, 0.0478516, 0.03125, 3.52734, 2.14648, 87, 92.5, 0.754395, 0.495605, 0.799805, 0.694336, Triangle
-0.0288696, -0.121155, 0.908203, 0.964355, 0.0568237, 0.0139923, 0.0620117, 0.0429688, 4.67188, 2.32422, 71.875, 78.875, 0.741211, 0.4104, 0.795898, 0.704102, Triangle
-0.0264282, -0.0795898, 0.998535, 1.03418, 0.0381165, 0.0151825, 0.0498047, 0.0371094, 3.14648, 1.74414, 84.875, 89.6875, 0.693848, 0.417969, 0.780762, 0.646484, Triangle
0.0275574, -0.155884, 0.991699, 1.02734, 0.0323792, 0.0134125, 0.0351563, 0.0351563, 2.6875, 3.05859, 82.5625, 88.4375, 0.666016, 0.421387, 0.81543, 0.727051, Triangle
0.0190735, -0.132935, 1.00684, 1.04297, 0.0355835, 0.0119934, 0.0429688, 0.0371094, 2.91406, 2.4043, 85.6875, 91.1875, 0.631348, 0.39624, 0.822266, 0.755859, Triangle
-0.0201263, -0.165161, 0.95459, 0.998535, 0.0367126, 0.010437, 0.0449219, 0.0361328, 3.00781, 3.05859, 77.5, 83.75, 0.668457, 0.353027, 0.795898, 0.692383, Triangle
-0.0663452, -0.117676, 0.952148, 1.00391, 0.0432434, 0.0206757, 0.0585938, 0.0380859, 3.86133, 2.79883, 78.25, 84.75, 0.67041, 0.543945, 0.785645, 0.67041, Triangle
0.01371, -0.157593, 0.992188, 1.04004, 0.0418701, 0.0205078, 0.0400391, 0.0283203, 3.4082, 3.67578, 83, 90, 0.716797, 0.44165, 0.781738, 0.713379, Triangle
0.0505981, -0.0109482, 0.989258, 0.992188, 0.00329208, 0.00348473, 0.00244141, 0.00634766, 0.474365, 0.292236, 79.5, 80.3125, 0.221436, 0.203003, 0.221191, 0.214844, Triangle
0.0326843, 0.0238037, 0.990234, 0.994629, 0.00320435, 0.0032711, 0.00341797, 0.00683594, 0.346436, 0.311035, 79.75, 80.75, 0.184326, 0.19165, 0.122559, 0.119141, Triangle
0.0477905, 0.0258484, 0.989258, 1.00684, 0.0174866, 0.00898743, 0.0185547, 0.015625, 1.60352, 0.782715, 80.8125, 83.4375, 0.443604, 0.37793, 0.516113, 0.476563, Triangle
0.0261841, -0.0164642, 1.01465, 1.02734, 0.01651, 0.00788116, 0.0214844, 0.0224609, 1.39355, 0.661133, 85.1875, 87.375, 0.411377, 0.305664, 0.516113, 0.476074, Triangle
-0.0949097, -0.0691528, 0.95752, 0.986328, 0.02211, 0.00790405, 0.0415039, 0.0322266, 2.52148, 1.02832, 77.6875, 81.4375, 0.465332, 0.343262, 0.617188, 0.537598, Triangle
-0.0298309, -0.0894165, 0.979004, 1.00293, 0.0253296, 0.00875854, 0.0307617, 0.0273438, 2.125, 1.3584, 80.1875, 83.75, 0.497559, 0.323242, 0.597656, 0.524902, Triangle
0.00165844, -0.121338, 0.993652, 1.02051, 0.0241699, 0.0135651, 0.0195313, 0.0175781, 1.95898, 2.29297, 81.625, 85.8125, 0.512695, 0.421143, 0.549316, 0.467773, Triangle
-0.0639038, -0.115845, 0.973633, 1.00488, 0.0266571, 0.0109787, 0.0336914, 0.0273438, 2.49219, 1.97754, 79.5625, 84.0625, 0.506836, 0.448975, 0.623047, 0.516602, Triangle
-0.0435791, -0.0620728, 0.946289, 0.976074, 0.0388184, 0.00517273, 0.0307617, 0.0219727, 3.29883, 0.731445, 75.0625, 79, 0.577637, 0.264404, 0.571777, 0.458008, Triangle
-0.0524292, -0.131592, 1.00586, 1.03516, 0.0220947, 0.00996399, 0.0244141, 0.0185547, 2.01367, 2.21094, 84, 88.3125, 0.49707, 0.354004, 0.523438, 0.435059, Triangle
-0.029953, -0.1427, 0.982422, 1.02051, 0.0401917, 0.00942993, 0.0283203, 0.0234375, 3.33008, 2.41602, 80.5625, 86.3125, 0.608887, 0.35498, 0.617188, 0.504395, Triangle
-0.0118713, -0.112549, 0.99707, 1.02832, 0.0359802, 0.00909424, 0.0292969, 0.0253906, 2.92969, 1.76367, 82.9375, 87.8125, 0.606445, 0.365479, 0.588379, 0.503418, Triangle
-0.0372925, -0.111328, 0.916016, 0.95166, 0.0419312, 0.00826263, 0.0341797, 0.03125, 3.51172, 1.6748, 70.75, 75.9375, 0.610352, 0.33374, 0.597168, 0.547852, Triangle
-0.0137711, -0.0928345, 1.00391, 1.0293, 0.0276947, 0.00897217, 0.0273438, 0.0234375, 2.25977, 1.42578, 83.875, 87.75, 0.55127, 0.3396, 0.554199, 0.491211, Triangle
0.0303802, -0.145508, 0.990234, 1.01953, 0.0235596, 0.00698853, 0.019043, 0.0175781, 1.9834, 2.2832, 81, 85.625, 0.498291, 0.302246, 0.58252, 0.524902, Triangle
0.0127716, -0.143921, 1.00586, 1.03418, 0.026001, 0.00721741, 0.0292969, 0.0244141, 2.12109, 2.26367, 84.375, 88.6875, 0.521484, 0.3125, 0.556641, 0.498535, Triangle
-0.0378113, -0.149902, 0.938477, 0.972168, 0.02948, 0.00631714, 0.0244141, 0.0200195, 2.50586, 2.33398, 73.375, 78.25, 0.533691, 0.283691, 0.540039, 0.453613, Triangle
-0.0429077, -0.134399, 0.980957, 1.0127, 0.0293579, 0.0119629, 0.0283203, 0.0263672, 2.5293, 2.43359, 80.3125, 85.25, 0.527344, 0.378662, 0.575195, 0.486816, Triangle
0.0183868, -0.144531, 0.985352, 1.02051, 0.0335388, 0.0118561, 0.0214844, 0.0195313, 2.74609, 2.6543, 80.4375, 86, 0.584961, 0.359375, 0.524902, 0.457031, Triangle
